# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  Cl35  Cl37  Ni58  Ni60  Ni61  Ni62
8.222971E-02  1.042894E+06  2.953368E+04  4.174340E+04  1.336157E+03  2.405083E+04  6.450415E+02  2.098046E+03  5.626943E+01
8.414509E-02  1.022712E+06  3.052736E+04  4.106336E+04  1.125640E+03  2.588973E+04  4.502561E+02  2.258460E+03  3.927756E+01
8.610508E-02  1.003040E+06  3.198851E+04  3.766460E+04  1.408022E+03  2.446439E+04  6.160098E+02  2.134122E+03  5.373689E+01
8.811073E-02  9.787030E+05  2.949740E+04  4.209614E+04  9.889798E+02  2.455250E+04  4.299912E+02  2.141808E+03  3.750978E+01
9.016309E-02  9.624339E+05  3.000253E+04  3.937306E+04  1.302631E+03  2.533827E+04  6.303051E+02  2.210354E+03  5.498392E+01
9.226326E-02  9.430312E+05  2.907320E+04  3.880533E+04  1.272979E+03  2.435086E+04  5.748938E+02  2.124218E+03  5.015018E+01
9.441234E-02  9.170707E+05  2.885283E+04  4.045015E+04  1.163744E+03  2.307424E+04  4.815494E+02  2.012854E+03  4.200739E+01
9.661149E-02  8.925093E+05  2.827450E+04  3.615684E+04  1.294117E+03  2.341175E+04  6.274507E+02  2.042297E+03  5.473492E+01
9.886186E-02  8.776352E+05  2.498660E+04  3.813139E+04  1.456274E+03  2.349200E+04  3.449071E+02  2.049297E+03  3.008756E+01
1.011646E-01  8.587813E+05  2.610312E+04  3.617735E+04  1.160971E+03  2.044807E+04  4.494080E+02  1.783763E+03  3.920358E+01
1.035211E-01  8.396357E+05  2.561873E+04  3.641520E+04  1.573722E+03  2.217850E+04  3.293837E+02  1.934715E+03  2.873340E+01
1.059324E-01  8.122257E+05  2.360497E+04  3.569358E+04  1.251779E+03  2.120871E+04  5.007116E+02  1.850117E+03  4.367898E+01
1.083999E-01  8.013565E+05  2.464045E+04  3.435683E+04  1.223285E+03  2.194923E+04  8.038730E+02  1.914715E+03  7.012491E+01
1.109248E-01  7.740301E+05  2.493345E+04  3.521424E+04  1.332061E+03  2.196193E+04  6.489529E+02  1.915823E+03  5.661064E+01
1.135086E-01  7.652561E+05  2.253011E+04  3.397875E+04  1.568763E+03  2.189593E+04  4.005353E+02  1.910066E+03  3.494023E+01
1.161526E-01  7.472823E+05  2.345246E+04  3.235722E+04  1.141636E+03  2.002756E+04  5.871271E+02  1.747080E+03  5.121734E+01
1.188581E-01  7.340334E+05  2.387489E+04  3.254508E+04  9.562707E+02  1.896604E+04  4.462597E+02  1.654480E+03  3.892893E+01
1.216267E-01  7.106275E+05  2.255268E+04  3.301912E+04  8.410530E+02  2.024757E+04  3.426512E+02  1.766273E+03  2.989077E+01
1.244597E-01  6.993831E+05  2.200888E+04  3.126296E+04  1.065437E+03  1.878213E+04  3.044105E+02  1.638437E+03  2.655489E+01
1.273587E-01  6.824517E+05  2.144840E+04  3.081906E+04  1.368414E+03  1.820585E+04  3.867256E+02  1.588166E+03  3.373555E+01
1.303253E-01  6.654637E+05  2.107646E+04  3.104780E+04  9.012002E+02  1.968105E+04  2.616388E+02  1.716853E+03  2.282375E+01
1.333610E-01  6.526738E+05  2.122170E+04  3.017061E+04  9.375049E+02  1.767055E+04  3.409109E+02  1.541469E+03  2.973896E+01
1.364674E-01  6.403991E+05  2.123836E+04  3.003910E+04  8.884021E+02  1.765699E+04  6.107764E+02  1.540287E+03  5.328036E+01
1.396461E-01  6.194733E+05  1.918134E+04  2.978941E+04  7.053959E+02  1.728220E+04  3.255673E+02  1.507592E+03  2.840048E+01
1.428989E-01  6.079706E+05  1.800236E+04  2.876665E+04  8.749305E+02  1.779025E+04  4.507218E+02  1.551912E+03  3.931818E+01
1.462274E-01  5.979920E+05  1.963943E+04  2.798230E+04  8.809241E+02  1.785167E+04  3.368239E+02  1.557269E+03  2.938244E+01
1.496335E-01  5.836964E+05  1.792639E+04  2.863665E+04  1.114069E+03  1.668572E+04  1.265988E+02  1.455559E+03  1.104370E+01
1.531189E-01  5.688263E+05  1.875551E+04  2.711878E+04  6.680721E+02  1.712244E+04  3.958946E+02  1.493656E+03  3.453540E+01
1.566855E-01  5.568454E+05  1.873964E+04  2.650148E+04  9.430272E+02  1.682941E+04  5.077839E+02  1.468093E+03  4.429592E+01
1.603352E-01  5.375065E+05  1.767507E+04  2.757595E+04  9.924506E+02  1.651721E+04  3.308169E+02  1.440860E+03  2.885842E+01
1.640699E-01  5.314369E+05  1.824260E+04  2.588602E+04  8.544002E+02  1.579486E+04  3.463784E+02  1.377846E+03  3.021591E+01
1.678915E-01  5.178280E+05  1.721806E+04  2.525165E+04  1.038048E+03  1.629284E+04  5.190240E+02  1.421287E+03  4.527644E+01
1.718022E-01  5.033504E+05  1.766412E+04  2.533843E+04  8.821036E+02  1.523834E+04  3.969466E+02  1.329299E+03  3.462717E+01
1.758040E-01  4.928625E+05  1.668017E+04  2.411513E+04  7.542714E+02  1.495612E+04  2.586073E+02  1.304680E+03  2.255931E+01
1.798990E-01  4.863821E+05  1.630049E+04  2.563009E+04  7.160420E+02  1.518430E+04  5.686216E+02  1.324585E+03  4.960303E+01
1.840894E-01  4.723265E+05  1.681441E+04  2.477913E+04  6.380009E+02  1.438589E+04  2.469681E+02  1.254936E+03  2.154397E+01
1.883774E-01  4.626812E+05  1.619032E+04  2.345083E+04  9.653856E+02  1.484280E+04  3.620196E+02  1.294794E+03  3.158035E+01
1.927653E-01  4.519527E+05  1.568420E+04  2.340838E+04  7.075581E+02  1.430840E+04  3.144703E+02  1.248176E+03  2.743244E+01
1.972553E-01  4.365175E+05  1.477019E+04  2.295237E+04  7.682801E+02  1.548084E+04  3.265190E+02  1.350453E+03  2.848350E+01
2.018500E-01  4.236531E+05  1.477183E+04  2.316193E+04  7.883315E+02  1.347671E+04  2.252376E+02  1.175625E+03  1.964833E+01
2.065517E-01  4.229057E+05  1.483912E+04  2.179094E+04  6.970167E+02  1.406873E+04  3.851934E+02  1.227269E+03  3.360189E+01
2.113629E-01  4.109310E+05  1.423246E+04  2.111567E+04  6.094506E+02  1.516457E+04  3.585004E+02  1.322863E+03  3.127335E+01
2.162862E-01  3.998429E+05  1.511717E+04  2.098536E+04  6.306118E+02  1.364574E+04  2.277209E+02  1.190370E+03  1.986497E+01
2.213241E-01  3.931551E+05  1.429375E+04  2.126088E+04  7.360851E+02  1.292429E+04  4.279565E+02  1.127435E+03  3.733228E+01
2.264794E-01  3.784511E+05  1.365054E+04  2.025833E+04  7.026012E+02  1.254645E+04  3.011148E+02  1.094475E+03  2.626739E+01
2.317548E-01  3.723868E+05  1.371581E+04  2.056555E+04  6.866080E+02  1.286573E+04  2.452172E+02  1.122326E+03  2.139123E+01
2.371531E-01  3.647250E+05  1.429824E+04  1.921875E+04  6.709789E+02  1.268470E+04  2.236596E+02  1.106535E+03  1.951068E+01
2.426771E-01  3.571878E+05  1.286432E+04  2.017075E+04  6.088695E+02  1.241157E+04  4.059130E+02  1.082709E+03  3.540934E+01
2.483298E-01  3.521543E+05  1.312073E+04  1.952853E+04  6.255232E+02  1.249521E+04  2.135933E+02  1.090005E+03  1.863256E+01
2.541141E-01  3.415590E+05  1.241951E+04  1.941201E+04  8.200159E+02  1.127149E+04  2.832782E+02  9.832552E+02  2.471144E+01
2.600332E-01  3.344252E+05  1.187455E+04  1.813965E+04  5.099501E+02  1.180170E+04  1.748400E+02  1.029507E+03  1.525196E+01
2.660901E-01  3.279661E+05  1.204564E+04  1.880886E+04  5.410572E+02  1.198869E+04  2.420519E+02  1.045819E+03  2.111511E+01
2.722882E-01  3.184970E+05  1.191059E+04  1.817200E+04  6.122267E+02  1.102008E+04  3.200276E+02  9.613237E+02  2.791723E+01
2.786306E-01  3.123486E+05  1.181624E+04  1.824787E+04  7.070709E+02  1.181624E+04  3.807305E+02  1.030776E+03  3.321257E+01
2.851207E-01  3.051456E+05  1.146754E+04  1.769962E+04  6.909760E+02  1.089616E+04  2.391840E+02  9.505136E+02  2.086493E+01
2.917620E-01  3.002773E+05  1.114158E+04  1.712791E+04  6.882330E+02  1.102471E+04  2.077684E+02  9.617278E+02  1.812443E+01
2.985580E-01  2.892672E+05  1.090066E+04  1.743598E+04  5.075976E+02  1.055803E+04  2.537988E+02  9.210173E+02  2.213984E+01
3.055124E-01  2.854481E+05  1.031770E+04  1.715070E+04  4.836422E+02  1.088815E+04  1.736152E+02  9.498149E+02  1.514511E+01
3.126287E-01  2.750240E+05  1.088268E+04  1.632402E+04  6.180588E+02  1.051912E+04  2.423760E+02  9.176228E+02  2.114338E+01
3.199107E-01  2.714047E+05  1.051653E+04  1.693541E+04  4.500318E+02  1.010203E+04  9.474353E+01  8.812386E+02  8.264840E+00
3.273624E-01  2.654698E+05  1.021928E+04  1.624900E+04  3.819210E+02  9.802639E+03  2.546140E+02  8.551216E+02  2.221095E+01
3.349876E-01  2.583186E+05  1.023548E+04  1.626367E+04  4.523969E+02  1.035989E+04  2.375084E+02  9.037326E+02  2.071876E+01
3.427905E-01  2.566496E+05  1.006881E+04  1.603714E+04  5.526238E+02  9.726179E+03  2.099971E+02  8.484517E+02  1.831884E+01
3.507751E-01  2.500082E+05  9.688399E+03  1.461361E+04  4.104339E+02  9.861214E+03  2.052169E+02  8.602313E+02  1.790186E+01
3.589457E-01  2.422486E+05  9.172324E+03  1.500926E+04  3.905362E+02  9.520640E+03  1.583255E+02  8.305218E+02  1.381134E+01
3.673066E-01  2.355687E+05  9.871236E+03  1.498736E+04  5.260533E+02  9.427701E+03  1.650363E+02  8.224143E+02  1.439675E+01
3.758623E-01  2.312145E+05  9.213100E+03  1.502925E+04  4.838390E+02  8.900621E+03  1.814396E+02  7.764351E+02  1.582767E+01
3.846173E-01  2.253998E+05  9.013235E+03  1.487430E+04  4.531244E+02  9.003384E+03  1.674590E+02  7.853996E+02  1.460809E+01
3.935762E-01  2.194701E+05  9.751446E+03  1.475712E+04  5.101941E+02  8.731058E+03  1.443946E+02  7.616435E+02  1.259609E+01
4.027437E-01  2.150576E+05  8.504093E+03  1.409196E+04  5.268023E+02  8.692237E+03  3.198442E+02  7.582570E+02  2.790123E+01
4.121248E-01  2.105116E+05  8.475992E+03  1.338508E+04  5.056177E+02  8.273744E+03  2.206332E+02  7.217503E+02  1.924668E+01
4.217245E-01  2.090258E+05  8.597487E+03  1.351162E+04  4.761409E+02  8.642406E+03  1.796758E+02  7.539101E+02  1.567381E+01
4.315477E-01  1.990793E+05  7.892585E+03  1.345866E+04  4.038475E+02  8.463239E+03  1.492480E+02  7.382807E+02  1.301947E+01
4.415997E-01  1.948308E+05  7.652872E+03  1.326383E+04  3.517576E+02  8.279172E+03  1.887480E+02  7.222238E+02  1.646521E+01
4.518859E-01  1.924584E+05  7.931416E+03  1.292838E+04  4.778972E+02  8.317087E+03  1.341466E+02  7.255313E+02  1.170212E+01
4.624117E-01  1.903553E+05  7.873775E+03  1.269964E+04  4.424390E+02  8.111381E+03  2.621860E+02  7.075867E+02  2.287149E+01
4.731826E-01  1.818907E+05  7.662518E+03  1.281090E+04  4.163542E+02  7.990798E+03  2.402043E+02  6.970678E+02  2.095394E+01
4.842045E-01  1.807315E+05  7.628940E+03  1.272272E+04  4.068768E+02  7.785431E+03  1.251929E+02  6.791529E+02  1.092105E+01
4.954830E-01  1.756465E+05  7.860546E+03  1.163789E+04  4.358474E+02  7.524102E+03  2.217469E+02  6.563562E+02  1.934383E+01
5.070243E-01  1.718650E+05  7.300526E+03  1.183627E+04  3.362576E+02  7.345360E+03  1.643926E+02  6.407638E+02  1.434059E+01
5.188344E-01  1.698223E+05  6.995602E+03  1.148652E+04  5.257655E+02  7.148950E+03  2.044644E+02  6.236302E+02  1.783621E+01
5.309196E-01  1.627739E+05  6.879179E+03  1.164608E+04  4.995255E+02  6.836363E+03  1.926741E+02  5.963620E+02  1.680770E+01
5.432863E-01  1.595290E+05  7.406007E+03  1.149256E+04  4.463130E+02  6.659827E+03  1.255255E+02  5.809622E+02  1.095007E+01
5.559411E-01  1.544802E+05  6.842161E+03  1.138089E+04  4.088941E+02  7.237426E+03  1.703725E+02  6.313483E+02  1.486225E+01
5.688906E-01  1.524423E+05  7.105981E+03  1.113514E+04  3.396486E+02  6.799631E+03  1.065564E+02  5.931578E+02  9.295322E+00
5.821418E-01  1.511265E+05  6.814065E+03  1.066040E+04  3.058845E+02  6.579771E+03  1.757209E+02  5.739785E+02  1.532880E+01
5.957016E-01  1.455113E+05  6.747999E+03  1.034142E+04  3.625221E+02  6.328236E+03  1.526409E+02  5.520362E+02  1.331545E+01
6.095773E-01  1.426652E+05  6.445229E+03  1.005630E+04  3.915616E+02  6.470090E+03  1.367358E+02  5.644107E+02  1.192799E+01
6.237762E-01  1.384034E+05  6.243854E+03  1.034973E+04  3.583535E+02  6.085935E+03  1.639923E+02  5.308994E+02  1.430567E+01
6.383058E-01  1.367903E+05  6.297599E+03  1.029815E+04  2.967766E+02  6.220437E+03  1.068396E+02  5.426324E+02  9.320023E+00
6.531738E-01  1.338563E+05  6.450069E+03  9.785312E+03  3.132228E+02  6.444269E+03  1.160084E+02  5.621582E+02  1.011986E+01
6.683882E-01  1.307981E+05  5.946139E+03  9.653265E+03  3.514401E+02  5.883787E+03  1.587149E+02  5.132652E+02  1.384530E+01
6.839570E-01  1.273831E+05  5.783092E+03  9.378137E+03  3.212829E+02  5.943733E+03  1.218659E+02  5.184945E+02  1.063083E+01
6.998884E-01  1.237527E+05  6.187366E+03  9.992894E+03  3.302094E+02  5.867983E+03  1.190919E+02  5.118866E+02  1.038884E+01
7.161909E-01  1.228508E+05  5.644481E+03  9.670207E+03  3.279830E+02  6.030654E+03  1.163811E+02  5.260770E+02  1.015236E+01
7.328731E-01  1.181985E+05  5.753800E+03  9.429408E+03  3.205172E+02  5.686595E+03  1.240712E+02  4.960634E+02  1.082320E+01
7.499439E-01  1.154827E+05  5.536944E+03  9.048054E+03  2.728056E+02  5.870373E+03  1.616626E+02  5.120951E+02  1.410245E+01
7.674123E-01  1.122862E+05  5.736747E+03  8.432327E+03  3.110285E+02  5.450404E+03  1.382349E+02  4.754595E+02  1.205876E+01
7.852877E-01  1.107531E+05  5.567566E+03  8.935124E+03  2.798257E+02  5.475899E+03  9.166704E+01  4.776836E+02  7.996466E+00
8.035794E-01  1.080576E+05  5.478551E+03  8.632726E+03  2.545970E+02  5.219239E+03  1.272985E+02  4.552942E+02  1.110474E+01
8.222971E-01  1.050220E+05  5.022109E+03  8.712667E+03  2.441943E+02  5.132687E+03  9.214878E+01  4.477439E+02  8.038490E+00
8.414509E-01  1.025278E+05  5.295012E+03  8.365758E+03  2.476408E+02  5.263494E+03  1.170666E+02  4.591546E+02  1.021216E+01
8.610508E-01  1.008012E+05  5.055681E+03  8.052128E+03  2.376038E+02  5.051280E+03  8.360133E+01  4.406425E+02  7.292863E+00
8.811073E-01  9.856259E+04  4.824502E+03  8.453628E+03  2.708945E+02  4.867501E+03  1.074978E+02  4.246107E+02  9.377444E+00
9.016309E-01  9.658376E+04  4.975209E+03  7.593076E+03  2.689302E+02  4.588621E+03  6.723255E+01  4.002830E+02  5.864952E+00
9.226326E-01  9.438524E+04  4.607363E+03  7.510577E+03  2.381703E+02  4.788044E+03  9.855322E+01  4.176794E+02  8.597174E+00
9.441234E-01  9.229697E+04  4.735236E+03  7.700777E+03  2.407747E+02  4.434267E+03  6.420659E+01  3.868181E+02  5.600986E+00
9.661149E-01  8.960388E+04  4.674507E+03  7.380388E+03  2.705881E+02  4.564704E+03  1.372548E+02  3.981965E+02  1.197326E+01
9.886186E-01  8.879824E+04  4.679239E+03  7.204726E+03  2.605965E+02  4.399481E+03  1.532920E+02  3.837836E+02  1.337225E+01
1.011646E+00  8.596801E+04  4.452885E+03  7.212999E+03  2.471744E+02  4.220691E+03  8.613654E+01  3.681869E+02  7.514019E+00
1.035211E+00  8.407336E+04  4.545495E+03  7.184224E+03  2.488677E+02  4.373484E+03  9.881511E+01  3.815157E+02  8.620019E+00
1.059324E+00  8.307163E+04  4.302543E+03  6.791795E+03  2.002846E+02  4.116564E+03  7.510674E+01  3.591036E+02  6.551847E+00
1.083999E+00  8.023701E+04  4.225576E+03  7.018161E+03  2.621325E+02  4.278002E+03  1.013579E+02  3.731865E+02  8.841836E+00
1.109248E+00  7.775822E+04  4.211363E+03  6.424634E+03  2.083480E+02  3.890302E+03  6.147975E+01  3.393659E+02  5.363113E+00
1.135086E+00  7.587808E+04  3.901882E+03  6.698954E+03  1.935921E+02  4.198945E+03  9.679604E+01  3.662900E+02  8.443888E+00
1.161526E+00  7.389973E+04  4.126199E+03  6.566038E+03  2.348508E+02  3.894610E+03  9.459269E+01  3.397417E+02  8.251682E+00
1.188581E+00  7.266701E+04  4.239467E+03  6.633331E+03  2.040044E+02  3.742206E+03  8.925193E+01  3.264469E+02  7.785787E+00
1.216267E+00  7.161722E+04  4.027709E+03  6.155262E+03  1.931307E+02  3.843924E+03  8.722031E+01  3.353201E+02  7.608561E+00
1.244597E+00  6.988351E+04  4.060836E+03  5.811196E+03  2.252638E+02  3.729028E+03  1.095878E+02  3.252974E+02  9.559760E+00
1.273587E+00  6.840581E+04  3.772062E+03  6.009121E+03  2.171613E+02  3.569775E+03  7.437031E+01  3.114051E+02  6.487606E+00
1.303253E+00  6.617135E+04  3.735620E+03  6.035134E+03  1.947755E+02  3.491424E+03  6.977034E+01  3.045703E+02  6.086333E+00
1.333610E+00  6.531000E+04  3.678996E+03  5.991508E+03  2.045465E+02  3.531268E+03  8.238679E+01  3.080460E+02  7.186914E+00
1.364674E+00  6.373730E+04  3.609134E+03  5.749627E+03  2.082192E+02  3.387033E+03  8.884021E+01  2.954638E+02  7.749871E+00
1.396461E+00  6.180353E+04  3.385900E+03  5.792386E+03  2.116188E+02  3.638215E+03  5.968735E+01  3.173754E+02  5.206755E+00
1.428989E+00  6.021908E+04  3.483814E+03  5.684397E+03  1.643809E+02  3.446696E+03  8.484174E+01  3.006684E+02  7.401069E+00
1.462274E+00  5.941315E+04  3.565152E+03  5.674188E+03  2.020944E+02  3.254237E+03  5.181907E+01  2.838796E+02  4.520375E+00
1.496335E+00  5.840003E+04  3.405508E+03  5.286766E+03  1.848343E+02  3.344740E+03  4.557557E+01  2.917745E+02  3.975731E+00
1.531189E+00  5.677129E+04  3.271079E+03  5.391590E+03  1.831013E+02  3.179529E+03  7.175590E+01  2.773624E+02  6.259541E+00
1.566855E+00  5.463512E+04  3.281251E+03  5.377673E+03  2.224577E+02  3.150678E+03  1.039748E+02  2.748457E+02  9.070118E+00
1.603352E+00  5.413818E+04  3.161664E+03  5.047320E+03  1.961271E+02  2.970263E+03  4.253360E+01  2.591074E+02  3.710368E+00
1.640699E+00  5.293355E+04  3.186682E+03  5.034033E+03  1.616433E+02  3.006565E+03  6.234812E+01  2.622741E+02  5.438864E+00
1.678915E+00  5.141271E+04  3.055472E+03  4.829180E+03  1.511939E+02  3.078038E+03  9.477829E+01  2.685090E+02  8.267872E+00
1.718022E+00  5.047617E+04  3.118236E+03  4.763359E+03  1.543681E+02  2.789653E+03  6.174725E+01  2.433520E+02  5.386448E+00
1.758040E+00  4.930133E+04  2.967519E+03  4.719584E+03  1.400790E+02  2.788649E+03  5.603159E+01  2.432645E+02  4.887849E+00
1.798990E+00  4.858345E+04  2.826260E+03  4.588987E+03  1.600565E+02  2.607235E+03  4.422613E+01  2.274391E+02  3.858014E+00
1.840894E+00  4.750637E+04  2.759868E+03  4.577142E+03  1.584712E+02  2.844249E+03  6.585816E+01  2.481147E+02  5.745058E+00
1.883774E+00  4.582364E+04  2.835820E+03  4.338202E+03  1.528527E+02  2.640732E+03  5.631416E+01  2.303611E+02  4.912499E+00
1.927653E+00  4.504000E+04  2.950124E+03  4.404549E+03  1.690278E+02  2.667101E+03  5.503230E+01  2.326614E+02  4.800677E+00
1.972553E+00  4.455256E+04  2.665932E+03  4.338862E+03  1.306076E+02  2.516117E+03  4.801751E+01  2.194905E+02  4.188750E+00
2.018500E+00  4.319306E+04  2.727252E+03  4.176280E+03  1.407735E+02  2.550816E+03  4.504751E+01  2.225174E+02  3.929667E+00
2.065517E+00  4.211632E+04  2.639492E+03  4.053702E+03  1.265636E+02  2.357017E+03  7.153593E+01  2.056116E+02  6.240352E+00
2.113629E+00  4.077404E+04  2.656488E+03  4.119169E+03  1.684952E+02  2.382235E+03  4.839755E+01  2.078114E+02  4.221903E+00
2.162862E+00  4.011742E+04  2.497923E+03  3.974606E+03  1.278741E+02  2.301733E+03  6.481288E+01  2.007890E+02  5.653875E+00
2.213241E+00  3.906900E+04  2.410251E+03  3.865303E+03  1.506407E+02  2.254475E+03  5.820208E+01  1.966664E+02  5.077190E+00
2.264794E+00  3.821147E+04  2.425647E+03  3.849251E+03  1.254645E+02  2.196465E+03  6.022296E+01  1.916060E+02  5.253479E+00
2.317548E+00  3.738581E+04  2.260902E+03  3.872796E+03  1.275129E+02  2.175894E+03  4.086953E+01  1.898115E+02  3.565205E+00
2.371531E+00  3.618653E+04  2.322865E+03  3.712750E+03  1.421836E+02  2.083230E+03  6.550032E+01  1.817281E+02  5.713843E+00
2.426771E+00  3.551270E+04  2.344928E+03  3.590769E+03  1.264575E+02  2.188808E+03  3.903009E+01  1.909381E+02  3.404744E+00
2.483298E+00  3.483249E+04  2.286974E+03  3.551751E+03  1.037453E+02  2.175600E+03  4.729566E+01  1.897859E+02  4.125781E+00
2.541141E+00  3.377720E+04  2.288590E+03  3.622979E+03  1.103294E+02  2.011275E+03  4.621908E+01  1.754512E+02  4.031867E+00
2.600332E+00  3.338279E+04  2.168016E+03  3.472031E+03  9.470501E+01  2.066026E+03  4.371000E+01  1.802274E+02  3.812991E+00
2.660901E+00  3.253320E+04  2.221182E+03  3.267701E+03  1.167545E+02  1.789760E+03  4.129121E+01  1.561276E+02  3.601990E+00
2.722882E+00  3.205007E+04  2.017565E+03  3.210016E+03  1.001826E+02  1.883989E+03  4.452558E+01  1.643475E+02  3.884136E+00
2.786306E+00  3.127021E+04  2.045066E+03  3.176380E+03  1.006216E+02  1.832945E+03  5.167056E+01  1.598948E+02  4.507420E+00
2.851207E+00  3.048931E+04  1.985227E+03  3.170517E+03  1.156056E+02  1.773948E+03  4.650800E+01  1.547482E+02  4.057070E+00
2.917620E+00  2.946416E+04  2.001070E+03  3.051599E+03  1.051828E+02  1.879006E+03  3.116527E+01  1.639129E+02  2.718665E+00
2.985580E+00  2.884043E+04  1.930140E+03  3.020206E+03  9.517456E+01  1.732177E+03  3.680083E+01  1.511044E+02  3.210277E+00
3.055124E+00  2.817898E+04  1.853962E+03  3.081669E+03  8.928779E+01  1.660505E+03  4.464390E+01  1.448522E+02  3.894458E+00
3.126287E+00  2.757027E+04  1.926889E+03  2.952140E+03  9.331476E+01  1.729353E+03  3.393264E+01  1.508580E+02  2.960074E+00
3.199107E+00  2.664425E+04  1.893686E+03  2.772433E+03  8.763777E+01  1.691172E+03  4.618747E+01  1.475274E+02  4.029110E+00
3.273624E+00  2.618358E+04  1.834378E+03  2.896813E+03  9.721625E+01  1.612170E+03  3.240542E+01  1.406357E+02  2.826848E+00
3.349876E+00  2.594157E+04  1.834469E+03  2.712119E+03  9.500334E+01  1.608271E+03  3.958473E+01  1.402956E+02  3.453127E+00
3.427905E+00  2.534775E+04  1.665608E+03  2.658121E+03  8.731456E+01  1.527452E+03  3.205218E+01  1.332455E+02  2.796034E+00
3.507751E+00  2.458067E+04  1.688179E+03  2.517688E+03  9.180758E+01  1.499164E+03  2.484205E+01  1.307778E+02  2.167067E+00
3.589457E+00  2.401059E+04  1.675084E+03  2.538485E+03  7.705174E+01  1.509370E+03  3.166510E+01  1.316681E+02  2.762267E+00
3.673066E+00  2.364249E+04  1.714315E+03  2.542591E+03  7.942374E+01  1.437879E+03  2.681840E+01  1.254317E+02  2.339472E+00
3.758623E+00  2.304787E+04  1.640012E+03  2.459515E+03  8.870381E+01  1.410189E+03  3.830392E+01  1.230162E+02  3.341397E+00
3.846173E+00  2.253112E+04  1.601696E+03  2.450812E+03  6.993876E+01  1.384985E+03  3.250675E+01  1.208175E+02  2.835688E+00
3.935762E+00  2.205579E+04  1.562349E+03  2.361332E+03  8.086096E+01  1.338056E+03  3.176680E+01  1.167238E+02  2.771140E+00
4.027437E+00  2.142956E+04  1.575703E+03  2.305701E+03  6.114669E+01  1.328294E+03  1.881437E+01  1.158722E+02  1.641249E+00
4.121248E+00  2.127180E+04  1.508579E+03  2.236669E+03  6.710926E+01  1.313687E+03  1.287027E+01  1.145979E+02  1.122723E+00
4.217245E+00  2.061151E+04  1.476935E+03  2.277391E+03  7.187032E+01  1.257731E+03  2.245948E+01  1.097166E+02  1.959226E+00
4.315477E+00  1.997992E+04  1.468776E+03  2.135124E+03  7.813572E+01  1.231735E+03  2.282616E+01  1.074489E+02  1.991213E+00
4.415997E+00  1.968899E+04  1.434485E+03  2.067648E+03  4.632905E+01  1.201123E+03  3.002809E+01  1.047786E+02  2.619465E+00
4.518859E+00  1.913517E+04  1.401832E+03  2.111132E+03  7.126537E+01  1.211511E+03  2.934456E+01  1.056847E+02  2.559838E+00
4.624117E+00  1.877662E+04  1.383031E+03  2.049967E+03  5.325654E+01  1.148703E+03  2.621860E+01  1.002057E+02  2.287149E+00
4.731826E+00  1.833480E+04  1.346746E+03  2.011311E+03  7.686539E+01  1.164190E+03  2.001703E+01  1.015568E+02  1.746162E+00
4.842045E+00  1.780947E+04  1.341129E+03  1.960833E+03  5.946661E+01  1.093090E+03  1.956139E+01  9.535443E+01  1.706414E+00
4.954830E+00  1.763270E+04  1.234136E+03  1.984253E+03  5.734834E+01  1.093442E+03  2.523327E+01  9.538509E+01  2.201194E+00
5.070243E+00  1.707142E+04  1.309163E+03  1.935349E+03  6.127361E+01  1.052113E+03  1.942822E+01  9.177980E+01  1.694798E+00
5.188344E+00  1.666969E+04  1.209991E+03  1.844561E+03  4.527425E+01  1.004796E+03  1.606506E+01  8.765222E+01  1.401416E+00
5.309196E+00  1.631236E+04  1.240250E+03  1.820414E+03  6.065666E+01  9.840652E+02  3.211235E+01  8.584376E+01  2.801283E+00
5.432863E+00  1.565931E+04  1.186914E+03  1.792923E+03  4.811812E+01  1.009086E+03  2.649984E+01  8.802641E+01  2.311682E+00
5.559411E+00  1.563066E+04  1.153081E+03  1.750067E+03  6.065263E+01  9.465898E+02  2.180769E+01  8.257465E+01  1.902368E+00
5.688906E+00  1.512169E+04  1.175450E+03  1.654954E+03  4.528647E+01  9.636695E+02  2.530715E+01  8.406457E+01  2.207639E+00
5.821418E+00  1.472281E+04  1.122010E+03  1.719461E+03  5.336708E+01  9.235108E+02  2.082618E+01  8.056137E+01  1.816747E+00
5.957016E+00  1.421723E+04  1.073574E+03  1.625625E+03  5.342431E+01  9.374694E+02  1.653609E+01  8.177903E+01  1.442507E+00
6.095773E+00  1.408565E+04  1.093887E+03  1.647667E+03  4.599296E+01  8.763523E+02  1.180900E+01  7.644755E+01  1.030144E+00
6.237762E+00  1.376988E+04  1.043477E+03  1.584044E+03  4.555341E+01  8.557967E+02  2.004350E+01  7.465441E+01  1.748471E+00
6.383058E+00  1.350096E+04  1.072550E+03  1.521277E+03  6.232308E+01  8.084194E+02  2.492923E+01  7.052151E+01  2.174672E+00
6.531738E+00  1.309155E+04  9.767911E+02  1.451846E+03  4.234308E+01  8.341007E+02  1.624118E+01  7.276179E+01  1.416780E+00
6.683882E+00  1.291372E+04  9.874332E+02  1.507224E+03  4.648078E+01  8.428893E+02  1.417097E+01  7.352846E+01  1.236188E+00
6.839570E+00  1.276490E+04  9.804667E+02  1.405336E+03  5.040818E+01  8.580469E+02  1.218659E+01  7.485070E+01  1.063083E+00
