# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  Cl35  Cl37  Ni58  Ni60  Ni61  Ni62
6.998884E+00  1.243536E+04  9.554419E+02  1.464831E+03  4.817809E+01  8.119903E+02  1.461583E+01  7.083302E+01  1.274994E+00
7.161909E+00  1.206872E+04  9.247004E+02  1.390225E+03  4.126237E+01  7.728760E+02  1.269611E+01  6.742092E+01  1.107531E+00
7.328731E+00  1.190825E+04  9.517292E+02  1.378224E+03  3.877224E+01  7.501135E+02  1.602586E+01  6.543527E+01  1.397997E+00
7.499439E+00  1.160434E+04  8.709573E+02  1.320076E+03  4.748839E+01  7.178830E+02  1.465067E+01  6.262368E+01  1.278034E+00
7.674123E+00  1.128688E+04  8.758167E+02  1.305332E+03  4.986329E+01  7.637477E+02  2.073523E+01  6.662463E+01  1.808813E+00
7.852877E+00  1.095807E+04  8.785562E+02  1.269830E+03  4.969318E+01  7.068011E+02  1.640358E+01  6.165696E+01  1.430946E+00
8.035794E+00  1.085008E+04  8.071669E+02  1.205564E+03  4.620465E+01  7.100429E+02  1.838756E+01  6.193975E+01  1.604017E+00
8.222971E+00  1.059849E+04  8.321035E+02  1.225118E+03  4.054546E+01  6.754506E+02  1.981199E+01  5.892213E+01  1.728275E+00
8.414509E+00  1.028475E+04  8.266702E+02  1.163912E+03  3.962254E+01  6.803370E+02  1.395794E+01  5.934839E+01  1.217604E+00
8.610508E+00  1.000004E+04  7.999327E+02  1.206499E+03  4.224067E+01  6.428502E+02  1.452023E+01  5.607828E+01  1.266655E+00
8.811073E+00  9.885928E+03  7.903239E+02  1.163126E+03  4.170915E+01  6.183274E+02  1.332973E+01  5.393906E+01  1.162803E+00
9.016309E+00  9.444492E+03  7.840996E+02  1.132868E+03  3.781831E+01  6.067738E+02  1.050509E+01  5.293119E+01  9.163987E-01
9.226326E+00  9.351469E+03  7.313471E+02  1.077515E+03  3.531491E+01  6.167789E+02  1.272979E+01  5.380398E+01  1.110468E+00
9.441234E+00  9.136196E+03  7.480067E+02  1.064625E+03  3.651750E+01  5.963187E+02  1.083486E+01  5.201915E+01  9.451663E-01
9.661149E+00  8.883917E+03  7.364702E+02  1.044705E+03  3.411763E+01  5.721566E+02  8.627447E+00  4.991140E+01  7.526051E-01
9.886186E+00  8.693574E+03  7.024607E+02  1.036254E+03  3.104164E+01  5.713961E+02  1.226336E+01  4.984506E+01  1.069780E+00
1.011646E+01  8.511039E+03  7.003275E+02  9.774625E+02  3.520363E+01  5.370426E+02  1.160971E+01  4.684828E+01  1.012759E+00
1.035211E+01  8.361588E+03  6.840202E+02  9.515529E+02  3.147444E+01  5.559265E+02  1.427329E+01  4.849559E+01  1.245114E+00
1.059324E+01  8.134775E+03  6.788218E+02  9.306082E+02  3.719572E+01  5.497098E+02  7.510674E+00  4.795328E+01  6.551847E-01
1.083999E+01  7.994342E+03  6.368072E+02  8.744740E+02  2.935884E+01  5.585170E+02  9.087260E+00  4.872157E+01  7.927164E-01
1.109248E+01  7.741667E+03  6.366570E+02  9.184392E+02  3.073988E+01  5.300921E+02  8.880408E+00  4.624196E+01  7.746719E-01
1.135086E+01  7.598489E+03  6.141542E+02  8.958640E+02  2.736991E+01  5.000016E+02  1.101472E+01  4.361705E+01  9.608562E-01
1.161526E+01  7.452926E+03  6.070241E+02  8.330681E+02  3.327053E+01  4.837275E+02  1.011163E+01  4.219739E+01  8.820763E-01
1.188581E+01  7.252676E+03  5.753562E+02  8.255804E+02  2.422552E+01  4.628350E+02  1.179401E+01  4.037487E+01  1.028836E+00
1.216267E+01  7.055812E+03  6.130342E+02  8.021154E+02  2.616609E+01  4.460696E+02  1.183704E+01  3.891235E+01  1.032590E+00
1.244597E+01  6.956997E+03  5.610285E+02  7.939025E+02  2.739694E+01  4.343938E+02  1.004555E+01  3.789383E+01  8.763113E-01
1.273587E+01  6.749552E+03  5.696766E+02  7.785084E+02  2.439346E+01  4.405697E+02  9.816881E+00  3.843258E+01  8.563640E-01
1.303253E+01  6.603181E+03  5.532207E+02  7.651481E+02  2.122181E+01  4.037958E+02  9.884131E+00  3.522465E+01  8.622305E-01
1.333610E+01  6.522477E+03  5.500029E+02  7.201742E+02  2.727287E+01  4.363659E+02  7.670494E+00  3.806586E+01  6.691265E-01
1.364674E+01  6.273785E+03  5.347070E+02  7.448696E+02  2.609681E+01  4.111636E+02  6.385390E+00  3.586737E+01  5.570219E-01
1.396461E+01  6.111442E+03  5.228069E+02  7.273717E+02  2.414624E+01  3.993626E+02  8.681796E+00  3.483793E+01  7.573462E-01
1.428989E+01  6.010772E+03  5.021571E+02  6.999444E+02  2.916435E+01  3.831135E+02  1.113548E+01  3.342045E+01  9.713903E-01
1.462274E+01  5.894160E+03  5.187089E+02  6.980028E+02  2.305948E+01  3.661017E+02  9.586527E+00  3.193645E+01  8.362694E-01
1.496335E+01  5.685299E+03  4.798095E+02  6.811016E+02  2.506656E+01  3.648578E+02  8.102323E+00  3.182793E+01  7.067966E-01
1.531189E+01  5.648674E+03  4.750735E+02  6.658452E+02  2.548571E+01  3.659551E+02  8.165326E+00  3.192366E+01  7.122926E-01
1.566855E+01  5.527106E+03  4.790094E+02  6.567338E+02  2.272937E+01  3.571413E+02  5.803244E+00  3.115480E+01  5.062391E-01
1.603352E+01  5.372702E+03  4.430583E+02  6.387128E+02  2.103050E+01  3.376695E+02  9.688208E+00  2.945620E+01  8.451394E-01
1.640699E+01  5.225465E+03  4.553722E+02  6.394146E+02  1.962811E+01  3.322924E+02  8.082164E+00  2.898713E+01  7.050380E-01
1.678915E+01  5.166320E+03  4.325952E+02  6.086120E+02  2.301759E+01  3.355603E+02  7.446866E+00  2.927221E+01  6.496185E-01
1.718022E+01  4.943308E+03  4.148092E+02  5.854963E+02  2.117049E+01  3.153520E+02  6.836303E+00  2.750936E+01  5.963568E-01
1.758040E+01  4.948667E+03  4.152803E+02  5.732463E+02  1.874903E+01  3.036481E+02  7.758220E+00  2.648838E+01  6.767792E-01
1.798990E+01  4.829914E+03  3.986669E+02  5.505100E+02  2.063886E+01  3.060027E+02  6.107417E+00  2.669378E+01  5.327733E-01
1.840894E+01  4.627976E+03  3.957664E+02  5.330395E+02  1.955164E+01  2.879236E+02  7.409043E+00  2.511668E+01  6.463191E-01
1.883774E+01  4.546564E+03  3.909812E+02  5.490631E+02  1.508415E+01  2.892134E+02  4.223562E+00  2.522919E+01  3.684375E-01
1.927653E+01  4.446020E+03  3.736300E+02  5.399061E+02  1.592006E+01  2.786993E+02  5.503230E+00  2.431200E+01  4.800677E-01
1.972553E+01  4.359413E+03  3.633965E+02  5.185891E+02  1.843872E+01  2.712029E+02  5.377961E+00  2.365806E+01  4.691400E-01
2.018500E+01  4.252298E+03  3.785868E+02  4.973996E+02  1.876980E+01  2.509522E+02  3.190866E+00  2.189152E+01  2.783514E-01
2.065517E+01  4.185402E+03  3.512597E+02  4.723205E+02  1.595801E+01  2.597304E+02  4.218785E+00  2.265728E+01  3.680208E-01
2.113629E+01  4.040120E+03  3.328676E+02  4.812867E+02  1.416076E+01  2.452142E+02  5.198255E+00  2.139097E+01  4.534636E-01
2.162862E+01  3.976007E+03  3.428076E+02  4.559674E+02  1.559013E+01  2.496172E+02  5.255098E+00  2.177506E+01  4.584223E-01
2.213241E+01  3.844076E+03  3.343196E+02  4.508949E+02  1.746062E+01  2.377726E+02  6.333756E+00  2.074181E+01  5.525177E-01
2.264794E+01  3.794381E+03  3.253713E+02  4.374529E+02  1.622674E+01  2.336985E+02  4.014864E+00  2.038642E+01  3.502319E-01
2.317548E+01  3.672863E+03  3.142049E+02  4.330535E+02  1.324173E+01  2.257633E+02  4.904343E+00  1.969419E+01  4.278246E-01
2.371531E+01  3.619292E+03  3.078515E+02  4.230362E+02  1.357934E+01  2.105596E+02  4.952464E+00  1.836792E+01  4.320223E-01
2.426771E+01  3.530194E+03  2.892911E+02  4.263648E+02  1.451920E+01  2.177879E+02  6.557056E+00  1.899847E+01  5.719970E-01
2.483298E+01  3.464636E+03  2.967421E+02  3.989618E+02  1.342586E+01  2.106945E+02  5.339833E+00  1.837969E+01  4.658140E-01
2.541141E+01  3.400830E+03  2.968458E+02  3.877930E+02  1.058566E+01  2.047058E+02  3.727345E+00  1.785727E+01  3.251505E-01
2.600332E+01  3.298648E+03  2.868833E+02  3.837738E+02  1.078180E+01  1.940724E+02  5.828001E+00  1.692968E+01  5.083987E-01
2.660901E+01  3.200353E+03  2.661147E+02  3.773162E+02  1.039399E+01  1.974859E+02  3.132437E+00  1.722745E+01  2.732544E-01
2.722882E+01  3.147819E+03  2.622835E+02  3.605180E+02  1.168796E+01  1.992520E+02  4.313415E+00  1.738151E+01  3.762757E-01
2.786306E+01  3.076846E+03  2.665113E+02  3.528556E+02  1.278167E+01  1.710568E+02  3.127429E+00  1.492193E+01  2.728176E-01
2.851207E+01  3.005347E+03  2.506117E+02  3.393755E+02  1.195920E+01  1.735413E+02  5.713840E+00  1.513867E+01  4.984400E-01
2.917620E+01  2.946806E+03  2.591911E+02  3.491808E+02  1.077799E+01  1.777719E+02  3.635948E+00  1.550772E+01  3.171776E-01
2.985580E+01  2.867038E+03  2.496111E+02  3.367910E+02  1.040575E+01  1.648423E+02  4.822177E+00  1.437983E+01  4.206570E-01
3.055124E+01  2.778835E+03  2.480216E+02  3.229242E+02  9.672844E+00  1.608420E+02  3.224281E+00  1.403087E+01  2.812664E-01
3.126287E+01  2.748907E+03  2.391039E+02  3.213906E+02  8.725536E+00  1.631190E+02  2.544948E+00  1.422950E+01  2.220055E-01
3.199107E+01  2.668096E+03  2.258449E+02  3.030609E+02  9.119065E+00  1.521818E+02  4.263459E+00  1.327540E+01  3.719178E-01
3.273624E+01  2.588383E+03  2.275323E+02  2.978984E+02  8.448555E+00  1.479076E+02  3.472009E+00  1.290254E+01  3.028766E-01
3.349876E+01  2.536137E+03  2.231448E+02  2.923615E+02  9.839632E+00  1.437491E+02  2.488183E+00  1.253978E+01  2.170537E-01
3.427905E+01  2.495097E+03  2.063497E+02  2.800698E+02  7.073585E+00  1.406980E+02  2.763119E+00  1.227363E+01  2.410374E-01
3.507751E+01  2.460227E+03  2.145057E+02  2.744506E+02  8.640713E+00  1.350111E+02  1.728143E+00  1.177754E+01  1.507525E-01
3.589457E+01  2.376677E+03  2.048732E+02  2.660924E+02  1.034393E+01  1.314102E+02  3.060960E+00  1.146341E+01  2.670192E-01
3.673066E+01  2.311953E+03  1.972184E+02  2.616857E+02  9.799033E+00  1.324417E+02  2.784988E+00  1.155339E+01  2.429452E-01
3.758623E+01  2.273942E+03  1.951484E+02  2.469595E+02  8.265582E+00  1.261005E+02  2.116795E+00  1.100023E+01  1.846561E-01
3.846173E+01  2.219127E+03  1.959270E+02  2.472483E+02  8.471456E+00  1.240182E+02  3.644696E+00  1.081858E+01  3.179408E-01
3.935762E+01  2.164956E+03  1.814558E+02  2.386361E+02  9.818831E+00  1.169596E+02  2.406576E+00  1.020283E+01  2.099348E-01
4.027437E+01  2.126870E+03  1.793950E+02  2.297234E+02  7.996106E+00  1.189068E+02  1.975508E+00  1.037269E+01  1.723311E-01
4.121248E+01  2.047568E+03  1.760469E+02  2.237588E+02  7.630231E+00  1.104085E+02  2.206332E+00  9.631357E+00  1.924668E-01
4.217245E+01  2.028450E+03  1.815624E+02  2.254931E+02  6.648005E+00  1.035831E+02  1.976434E+00  9.035949E+00  1.724119E-01
4.315477E+01  1.984120E+03  1.690014E+02  2.213260E+02  7.550193E+00  1.085121E+02  2.633788E+00  9.465922E+00  2.297554E-01
4.415997E+01  1.920253E+03  1.711601E+02  2.000728E+02  7.721508E+00  1.046693E+02  1.887480E+00  9.130705E+00  1.646521E-01
4.518859E+01  1.863296E+03  1.592152E+02  2.075080E+02  6.875012E+00  9.599864E+01  1.928357E+00  8.374328E+00  1.682179E-01
4.624117E+01  1.861931E+03  1.601793E+02  2.042593E+02  7.537849E+00  9.709077E+01  2.457994E+00  8.469599E+00  2.144202E-01
4.731826E+01  1.788241E+03  1.566933E+02  1.859182E+02  6.245313E+00  9.680235E+01  2.001703E+00  8.444438E+00  1.746162E-01
4.842045E+01  1.768427E+03  1.497620E+02  1.936577E+02  6.963853E+00  9.045184E+01  2.582103E+00  7.890460E+00  2.252467E-01
4.954830E+01  1.705616E+03  1.466588E+02  1.780093E+02  6.193621E+00  8.625190E+01  2.676256E+00  7.524083E+00  2.334600E-01
5.070243E+01  1.679794E+03  1.451138E+02  1.747045E+02  5.903189E+00  8.466219E+01  1.868098E+00  7.385406E+00  1.629613E-01
5.188344E+01  1.650539E+03  1.379404E+02  1.694133E+02  5.987885E+00  8.492573E+01  1.606506E+00  7.408396E+00  1.401416E-01
5.309196E+01  1.605189E+03  1.365845E+02  1.678406E+02  5.494780E+00  7.799733E+01  1.498576E+00  6.804005E+00  1.307265E-01
5.432863E+01  1.577856E+03  1.295005E+02  1.661121E+02  4.672340E+00  7.531532E+01  1.185519E+00  6.570043E+00  1.034173E-01
5.559411E+01  1.527969E+03  1.231453E+02  1.519723E+02  5.247474E+00  6.685419E+01  1.226682E+00  5.831946E+00  1.070082E-01
5.688906E+01  1.482066E+03  1.282673E+02  1.514433E+02  5.394418E+00  7.006084E+01  2.131128E+00  6.111674E+00  1.859064E-01
5.821418E+01  1.452040E+03  1.241110E+02  1.521613E+02  5.141463E+00  6.495164E+01  1.627045E+00  5.665980E+00  1.419334E-01
5.957016E+01  1.444110E+03  1.188055E+02  1.429736E+02  4.452025E+00  6.429997E+01  1.526409E+00  5.609132E+00  1.331545E-01
6.095773E+01  1.399615E+03  1.177171E+02  1.395327E+02  4.039922E+00  6.370646E+01  1.305205E+00  5.557358E+00  1.138581E-01
6.237762E+01  1.366663E+03  1.161308E+02  1.304650E+02  5.041244E+00  6.207411E+01  1.761398E+00  5.414961E+00  1.536535E-01
6.383058E+01  1.330865E+03  1.135467E+02  1.343804E+02  4.689070E+00  5.893983E+01  1.543238E+00  5.141546E+00  1.346226E-01
6.531738E+01  1.293436E+03  1.055677E+02  1.282473E+02  4.002291E+00  5.620609E+01  1.392101E+00  4.903072E+00  1.214383E-01
6.683882E+01  1.285590E+03  1.080395E+02  1.241377E+02  3.627769E+00  5.481332E+01  1.020310E+00  4.781575E+00  8.900553E-02
6.839570E+01  1.240263E+03  1.038630E+02  1.221983E+02  3.877552E+00  5.267931E+01  9.970848E-01  4.595418E+00  8.697951E-02
6.998884E+01  1.194005E+03  1.008492E+02  1.150861E+02  3.897554E+00  5.039753E+01  8.661230E-01  4.396369E+00  7.555522E-02
7.161909E+01  1.184706E+03  9.569696E+01  1.116729E+02  2.803725E+00  4.999095E+01  9.522086E-01  4.360902E+00  8.306479E-02
7.328731E+01  1.146004E+03  9.584497E+01  1.070114E+02  3.205172E+00  4.668177E+01  9.822300E-01  4.072229E+00  8.568367E-02
7.499439E+01  1.140631E+03  9.411795E+01  1.044745E+02  3.334291E+00  4.698319E+01  1.262989E+00  4.098523E+00  1.101754E-01
7.674123E+01  1.115160E+03  9.064258E+01  9.868983E+01  3.060915E+00  4.344525E+01  5.430656E-01  3.789895E+00  4.737368E-02
7.852877E+01  1.081237E+03  9.079861E+01  9.789075E+01  2.894749E+00  4.428965E+01  7.719329E-01  3.863555E+00  6.733866E-02
8.035794E+01  1.050684E+03  8.618581E+01  9.721835E+01  3.300332E+00  3.889677E+01  7.543616E-01  3.393114E+00  6.580584E-02
8.222971E+01  1.022345E+03  8.625126E+01  9.150374E+01  3.685951E+00  3.962398E+01  6.450415E-01  3.456551E+00  5.626943E-02
8.414509E+01  9.976774E+02  8.316230E+01  9.009624E+01  2.521434E+00  3.687597E+01  9.005122E-01  3.216832E+00  7.855512E-02
8.610508E+01  9.800276E+02  8.003728E+01  8.580137E+01  2.728043E+00  3.625658E+01  6.600105E-01  3.162800E+00  5.757524E-02
8.811073E+01  9.695012E+02  7.658144E+01  8.247232E+01  2.321953E+00  3.577527E+01  9.029816E-01  3.120813E+00  7.877053E-02
9.016309E+01  9.288177E+02  7.563662E+01  8.000673E+01  2.773343E+00  3.046475E+01  9.664679E-01  2.657556E+00  8.430868E-02
9.226326E+01  9.139990E+02  7.231343E+01  7.966386E+01  2.094256E+00  3.108533E+01  7.391492E-01  2.711692E+00  6.447880E-02
9.441234E+01  8.875758E+02  7.098841E+01  7.692752E+01  2.207101E+00  2.889296E+01  7.223241E-01  2.520444E+00  6.301109E-02
9.661149E+01  8.665486E+02  6.501957E+01  7.231369E+01  2.117646E+00  2.717646E+01  6.666663E-01  2.370706E+00  5.815585E-02
9.886186E+01  8.498127E+02  6.507247E+01  7.055266E+01  2.261058E+00  2.786083E+01  4.598761E-01  2.430406E+00  4.011675E-02
1.011646E+02  8.308806E+02  6.535142E+01  6.490201E+01  1.872534E+00  2.587841E+01  3.745067E-01  2.257473E+00  3.266965E-02
1.035211E+02  7.993776E+02  6.448601E+01  6.320507E+01  2.488677E+00  2.492337E+01  3.293837E-01  2.174160E+00  2.873340E-02
1.059324E+02  7.867252E+02  6.190941E+01  6.362614E+01  2.396263E+00  2.339038E+01  3.576511E-01  2.040432E+00  3.119927E-02
1.083999E+02  7.689919E+02  6.088464E+01  6.182832E+01  1.782501E+00  2.152982E+01  8.737750E-01  1.878128E+00  7.622273E-02
1.109248E+02  7.573281E+02  5.902056E+01  5.905472E+01  2.220102E+00  2.254258E+01  5.806421E-01  1.966475E+00  5.065163E-02
1.135086E+02  7.457300E+02  5.741007E+01  5.463970E+01  1.869165E+00  2.002677E+01  5.006692E-01  1.747011E+00  4.367528E-02
1.161526E+02  7.148924E+02  5.277620E+01  5.518994E+01  1.304727E+00  1.839665E+01  3.914180E-01  1.604810E+00  3.414489E-02
1.188581E+02  7.091066E+02  5.262676E+01  5.377429E+01  2.199423E+00  1.813727E+01  5.737624E-01  1.582183E+00  5.005149E-02
1.216267E+02  6.901619E+02  5.242564E+01  5.049433E+01  1.682106E+00  1.788016E+01  2.803510E-01  1.559755E+00  2.445609E-02
1.244597E+02  6.723514E+02  5.050170E+01  4.767068E+01  1.704699E+00  1.768625E+01  3.957336E-01  1.542839E+00  3.452135E-02
1.273587E+02  6.621338E+02  5.018509E+01  4.602035E+01  1.695643E+00  1.549877E+01  3.569775E-01  1.352017E+00  3.114051E-02
1.303253E+02  6.375846E+02  4.729848E+01  4.261805E+01  1.104697E+00  1.520412E+01  2.325678E-01  1.326313E+00  2.028778E-02
1.333610E+02  6.215089E+02  4.338091E+01  4.335250E+01  1.562508E+00  1.343757E+01  2.272739E-01  1.172211E+00  1.982597E-02
1.364674E+02  6.128586E+02  4.386485E+01  4.125517E+01  1.526941E+00  1.335379E+01  2.776257E-01  1.164902E+00  2.421835E-02
1.396461E+02  5.897110E+02  4.549804E+01  4.047887E+01  1.220878E+00  1.264287E+01  1.899143E-01  1.102885E+00  1.656695E-02
1.428989E+02  5.796282E+02  4.223528E+01  3.746293E+01  1.193087E+00  1.100291E+01  1.855913E-01  9.598261E-01  1.618984E-02
1.462274E+02  5.711757E+02  4.049660E+01  3.730973E+01  1.295477E+00  1.111519E+01  3.368239E-01  9.696204E-01  2.938244E-02
1.496335E+02  5.505276E+02  3.597938E+01  3.489063E+01  1.164709E+00  1.106474E+01  7.595928E-02  9.652191E-01  6.626218E-03
1.531189E+02  5.378723E+02  3.654602E+01  3.639756E+01  1.138197E+00  8.536477E+00  2.226907E-01  7.446695E-01  1.942616E-02
1.566855E+02  5.332940E+02  3.803543E+01  3.261907E+01  8.946668E-01  8.946668E+00  1.692613E-01  7.804520E-01  1.476531E-02
1.603352E+02  5.131915E+02  3.511385E+01  2.965537E+01  1.063340E+00  7.774196E+00  1.417787E-01  6.781728E-01  1.236789E-02
1.640699E+02  5.055509E+02  3.514587E+01  2.831066E+01  9.467677E-01  7.666510E+00  0.000000E+00  6.687789E-01  0.000000E+00
1.678915E+02  4.912224E+02  3.120914E+01  2.807243E+01  7.898191E-01  6.295987E+00  6.769878E-02  5.492230E-01  5.905623E-03
1.718022E+02  4.718152E+02  3.219678E+01  2.754368E+01  7.718406E-01  5.733673E+00  4.410518E-02  5.001702E-01  3.847463E-03
1.758040E+02  4.710964E+02  3.165785E+01  2.482630E+01  8.189232E-01  5.775564E+00  6.465183E-02  5.038245E-01  5.639826E-03
1.798990E+02  4.553817E+02  2.929454E+01  2.392423E+01  6.528618E-01  5.138655E+00  8.424024E-02  4.482645E-01  7.348598E-03
1.840894E+02  4.497701E+02  3.064462E+01  2.224771E+01  7.203236E-01  4.321942E+00  8.232270E-02  3.770195E-01  7.181323E-03
1.883774E+02  4.334582E+02  2.920292E+01  2.129882E+01  5.832538E-01  4.203450E+00  4.022440E-02  3.666830E-01  3.508928E-03
1.927653E+02  4.273258E+02  2.633688E+01  2.089262E+01  5.503230E-01  3.812952E+00  5.896317E-02  3.326183E-01  5.143583E-03
1.972553E+02  4.144487E+02  2.475783E+01  1.874603E+01  4.225541E-01  3.514881E+00  7.682801E-02  3.066165E-01  6.702001E-03
2.018500E+02  3.973379E+02  2.644665E+01  1.927658E+01  5.818637E-01  3.190866E+00  5.630939E-02  2.783514E-01  4.912083E-03
2.065517E+02  3.927873E+02  2.390034E+01  1.713194E+01  4.952487E-01  3.008177E+00  9.171273E-02  2.624148E-01  8.000451E-03
2.113629E+02  3.859436E+02  2.308742E+01  1.681367E+01  6.273756E-01  2.473652E+00  5.377505E-02  2.157861E-01  4.691003E-03
2.162862E+02  3.714479E+02  2.184369E+01  1.467924E+01  4.379249E-01  2.224658E+00  8.758497E-02  1.940654E-01  7.640372E-03
2.213241E+02  3.655775E+02  2.180866E+01  1.367749E+01  4.450747E-01  1.848772E+00  5.135478E-02  1.612754E-01  4.479873E-03
2.264794E+02  3.574065E+02  1.997395E+01  1.329924E+01  3.680292E-01  2.040889E+00  5.018580E-02  1.780346E-01  4.377899E-03
2.317548E+02  3.471948E+02  1.981355E+01  1.239164E+01  4.250431E-01  1.356868E+00  1.634781E-02  1.183648E-01  1.426082E-03
2.371531E+02  3.421673E+02  1.972998E+01  1.134274E+01  3.035381E-01  1.341958E+00  4.792707E-02  1.170641E-01  4.180861E-03
2.426771E+02  3.330828E+02  1.817241E+01  1.030394E+01  2.966287E-01  1.155291E+00  1.561204E-02  1.007804E-01  1.361898E-03
2.483298E+02  3.276064E+02  1.884198E+01  1.011517E+01  2.288500E-01  1.052710E+00  0.000000E+00  9.183190E-02  0.000000E+00
2.541141E+02  3.165709E+02  1.699669E+01  9.542003E+00  2.534595E-01  9.840191E-01  2.981876E-02  8.583974E-02  2.601204E-03
2.600332E+02  3.080098E+02  1.691577E+01  8.436031E+00  3.205400E-01  9.470501E-01  0.000000E+00  8.261480E-02  0.000000E+00
2.660901E+02  3.021093E+02  1.563371E+01  7.645993E+00  1.993369E-01  7.688708E-01  1.423835E-02  6.707153E-02  1.242065E-03
2.722882E+02  2.917817E+02  1.459604E+01  7.277149E+00  1.808852E-01  7.513691E-01  1.391424E-02  6.554480E-02  1.213793E-03
2.786306E+02  2.851671E+02  1.495727E+01  6.621991E+00  1.631702E-01  8.022535E-01  1.359752E-02  6.998363E-02  1.186163E-03
2.851207E+02  2.777723E+02  1.380623E+01  6.032752E+00  2.258960E-01  6.245360E-01  1.328800E-02  5.448066E-02  1.159163E-03
2.917620E+02  2.672292E+02  1.381660E+01  4.843602E+00  7.791316E-02  4.025514E-01  1.298553E-02  3.511609E-02  1.132777E-03
2.985580E+02  2.639000E+02  1.327368E+01  4.860247E+00  1.522793E-01  4.441479E-01  2.537988E-02  3.874472E-02  2.213984E-03
3.055124E+02  2.594554E+02  1.212826E+01  4.290775E+00  8.680758E-02  3.348292E-01  0.000000E+00  2.920843E-02  0.000000E+00
3.126287E+02  2.474416E+02  1.244601E+01  4.253699E+00  8.483160E-02  3.514452E-01  1.211880E-02  3.065790E-02  1.057169E-03
3.199107E+02  2.419039E+02  1.149950E+01  3.576568E+00  1.065865E-01  3.079165E-01  0.000000E+00  2.686073E-02  0.000000E+00
3.273624E+02  2.339555E+02  1.141134E+01  3.101661E+00  9.258691E-02  1.851738E-01  0.000000E+00  1.615342E-02  0.000000E+00
3.349876E+02  2.345338E+02  1.069919E+01  2.850100E+00  7.916945E-02  2.488183E-01  0.000000E+00  2.170537E-02  0.000000E+00
3.427905E+02  2.236469E+02  9.648812E+00  2.774172E+00  7.736733E-02  2.763119E-01  0.000000E+00  2.410374E-02  0.000000E+00
3.507751E+02  2.205002E+02  9.277966E+00  2.441001E+00  7.560624E-02  1.080089E-01  0.000000E+00  9.422030E-03  0.000000E+00
3.589457E+02  2.132644E+02  9.309539E+00  1.984346E+00  4.222013E-02  1.266604E-01  0.000000E+00  1.104907E-02  0.000000E+00
3.673066E+02  2.054599E+02  8.942907E+00  1.670993E+00  5.157386E-02  8.251817E-02  0.000000E+00  7.198375E-03  0.000000E+00
3.758623E+02  2.013677E+02  8.517582E+00  1.582557E+00  8.063983E-02  5.039989E-02  0.000000E+00  4.396575E-03  0.000000E+00
3.846173E+02  1.937993E+02  7.535655E+00  1.369224E+00  2.955159E-02  1.083558E-01  0.000000E+00  9.452293E-03  0.000000E+00
3.935762E+02  1.895034E+02  7.190849E+00  1.270672E+00  3.850522E-02  9.626305E-02  9.626305E-03  8.397393E-03  8.397393E-04
4.027437E+02  1.832801E+02  6.707322E+00  1.279377E+00  9.407183E-03  5.644310E-02  0.000000E+00  4.923747E-03  0.000000E+00
4.121248E+02  1.811031E+02  6.986718E+00  1.121552E+00  1.838610E-02  8.273744E-02  0.000000E+00  7.217503E-03  0.000000E+00
4.217245E+02  1.762620E+02  5.947269E+00  1.140941E+00  6.288653E-02  3.593516E-02  0.000000E+00  3.134761E-03  0.000000E+00
4.315477E+02  1.713894E+02  6.066492E+00  1.027177E+00  1.755859E-02  2.633788E-02  0.000000E+00  2.297554E-03  0.000000E+00
4.415997E+02  1.681315E+02  5.696757E+00  9.437398E-01  8.579453E-03  4.289726E-02  0.000000E+00  3.742092E-03  0.000000E+00
4.518859E+02  1.602800E+02  5.256869E+00  6.623487E-01  8.384161E-03  8.384161E-03  0.000000E+00  7.313823E-04  0.000000E+00
4.624117E+02  1.572707E+02  4.661996E+00  6.636584E-01  1.638663E-02  1.638663E-02  0.000000E+00  1.429468E-03  0.000000E+00
4.731826E+02  1.525057E+02  4.563882E+00  5.364564E-01  3.202725E-02  1.601362E-02  0.000000E+00  1.396929E-03  0.000000E+00
4.842045E+02  1.495038E+02  4.334803E+00  4.851224E-01  7.824554E-03  1.564911E-02  0.000000E+00  1.365131E-03  0.000000E+00
4.954830E+02  1.433403E+02  3.937919E+00  4.970190E-01  7.646445E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
5.070243E+02  1.389566E+02  3.661472E+00  3.213128E-01  2.241717E-02  7.472391E-03  0.000000E+00  6.518452E-04  0.000000E+00
5.188344E+02  1.353408E+02  3.329848E+00  3.286034E-01  1.460460E-02  7.302299E-03  0.000000E+00  6.370074E-04  0.000000E+00
5.309196E+02  1.339941E+02  3.011425E+00  2.711710E-01  1.427216E-02  7.136078E-03  0.000000E+00  6.225073E-04  0.000000E+00
5.432863E+02  1.276804E+02  2.949850E+00  2.719720E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
5.559411E+02  1.244742E+02  2.753220E+00  1.840023E-01  0.000000E+00  6.814902E-03  0.000000E+00  5.944899E-04  0.000000E+00
5.688906E+02  1.204354E+02  2.583993E+00  1.997933E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
5.821418E+02  1.168088E+02  2.271355E+00  1.496882E-01  0.000000E+00  6.508181E-03  0.000000E+00  5.677334E-04  0.000000E+00
