# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  F19  Mg24  Mg25  Mg26  Al27  Si28  Si29  Si30  K39  K41
2.065517E-02  4.863888E+06  2.701220E+06  2.198587E+05  5.010308E+05  2.722496E+04  5.376358E+04  7.435389E+04  3.022200E+05  2.219178E+04  1.121028E+04  7.035022E+05  6.863436E+03
2.113629E-02  4.748925E+06  2.619611E+06  2.117241E+05  4.970039E+05  2.660525E+04  4.829188E+04  8.316934E+04  2.913163E+05  1.922732E+04  1.073153E+04  6.626719E+05  8.495793E+03
2.162862E-02  4.653498E+06  2.608922E+06  2.058123E+05  4.679935E+05  2.774751E+04  4.850353E+04  7.821740E+04  2.711391E+05  1.922662E+04  1.026876E+04  6.478061E+05  1.005028E+04
2.213241E-02  4.570204E+06  2.503203E+06  2.188488E+05  4.780512E+05  2.412675E+04  4.291572E+04  7.899909E+04  2.675293E+05  1.857546E+04  1.174311E+04  6.501411E+05  8.540442E+03
2.264794E-02  4.435919E+06  2.452274E+06  2.230479E+05  4.694646E+05  2.503811E+04  4.319074E+04  7.740950E+04  2.727068E+05  1.877858E+04  1.064120E+04  6.280393E+05  8.971990E+03
2.317548E-02  4.343509E+06  2.395027E+06  2.039015E+05  4.610212E+05  2.263306E+04  4.567393E+04  7.320062E+04  2.546729E+05  1.916674E+04  9.379467E+03  6.549315E+05  9.175566E+03
2.371531E-02  4.231886E+06  2.386937E+06  1.980645E+05  4.425567E+05  2.450899E+04  4.463426E+04  7.093659E+04  2.566470E+05  1.713637E+04  8.368924E+03  6.244811E+05  7.771144E+03
2.426771E-02  4.149577E+06  2.302032E+06  1.935560E+05  4.398824E+05  2.200386E+04  4.128157E+04  6.562212E+04  2.476894E+05  1.499378E+04  9.736219E+03  5.857309E+05  7.788975E+03
2.483298E-02  4.024103E+06  2.253056E+06  1.813482E+05  4.186422E+05  2.759233E+04  3.958072E+04  7.421385E+04  2.498533E+05  1.446219E+04  1.008547E+04  5.978972E+05  7.801969E+03
2.541141E-02  3.955005E+06  2.208279E+06  1.909813E+05  4.303122E+05  2.212928E+04  3.979551E+04  6.806149E+04  2.365416E+05  1.710835E+04  9.112057E+03  5.883785E+05  5.950731E+03
2.600332E-02  3.853711E+06  2.166917E+06  1.751852E+05  4.203354E+05  2.253419E+04  4.343284E+04  6.015176E+04  2.440599E+05  1.908137E+04  9.995005E+03  5.709874E+05  6.360458E+03
2.660901E-02  3.757110E+06  2.121854E+06  1.733286E+05  3.988688E+05  2.006775E+04  3.924756E+04  6.588617E+04  2.321111E+05  1.793667E+04  8.346765E+03  5.597660E+05  6.748448E+03
2.722882E-02  3.625250E+06  2.084662E+06  1.648709E+05  4.057559E+05  2.290837E+04  3.644514E+04  6.421287E+04  2.249186E+05  1.804902E+04  8.330318E+03  5.471978E+05  6.594835E+03
2.786306E-02  3.569696E+06  2.029238E+06  1.714634E+05  3.897359E+05  2.408289E+04  3.697233E+04  6.495598E+04  2.267523E+05  1.611180E+04  9.667077E+03  5.396604E+05  5.427131E+03
2.851207E-02  3.542470E+06  1.993654E+06  1.723668E+05  3.954493E+05  2.071717E+04  3.695942E+04  6.132281E+04  2.126410E+05  1.591078E+04  7.458180E+03  5.287021E+05  6.795231E+03
2.917620E-02  3.460699E+06  1.946654E+06  1.679574E+05  3.649064E+05  1.959773E+04  3.158311E+04  5.927908E+04  2.167088E+05  1.441486E+04  8.422164E+03  5.142379E+05  4.858941E+03
2.985580E-02  3.358657E+06  1.941912E+06  1.541627E+05  3.554922E+05  1.772713E+04  3.054764E+04  5.603038E+04  2.144666E+05  1.456157E+04  6.014561E+03  5.172522E+05  6.331117E+03
3.055124E-02  3.279112E+06  1.877291E+06  1.608621E+05  3.738497E+05  1.856101E+04  3.449254E+04  6.094198E+04  2.030884E+05  1.608621E+04  8.971154E+03  4.988271E+05  5.413628E+03
3.126287E-02  3.192075E+06  1.807956E+06  1.446546E+05  3.598982E+05  1.949890E+04  3.280047E+04  5.275283E+04  1.969540E+05  1.315042E+04  6.499632E+03  4.735662E+05  7.406558E+03
3.199107E-02  3.154423E+06  1.809491E+06  1.531790E+05  3.474223E+05  1.743020E+04  3.633753E+04  5.568801E+04  2.025153E+05  1.550992E+04  7.828818E+03  4.806599E+05  4.874547E+03
3.273624E-02  3.052017E+06  1.752279E+06  1.434851E+05  3.325851E+05  2.078657E+04  2.959199E+04  4.922375E+04  1.903992E+05  1.356901E+04  6.928857E+03  4.907940E+05  4.907940E+03
3.349876E-02  2.988046E+06  1.697580E+06  1.467080E+05  3.223343E+05  2.073661E+04  3.456101E+04  5.050139E+04  1.881812E+05  1.100310E+04  6.347941E+03  4.784937E+05  6.206875E+03
3.427905E-02  2.943052E+06  1.687475E+06  1.367515E+05  3.206491E+05  1.778321E+04  3.184434E+04  5.100609E+04  1.850005E+05  1.406114E+04  7.857695E+03  4.691182E+05  4.962755E+03
3.507751E-02  2.850059E+06  1.656068E+06  1.429341E+05  3.121378E+05  1.468408E+04  3.314022E+04  4.634243E+04  1.871210E+05  1.589653E+04  6.331669E+03  4.442946E+05  5.119222E+03
3.589457E-02  2.802957E+06  1.616133E+06  1.375741E+05  3.096404E+05  1.790438E+04  3.133266E+04  5.239664E+04  1.853630E+05  1.303333E+04  7.372391E+03  4.443182E+05  7.109091E+03
3.673066E-02  2.739282E+06  1.578059E+06  1.319981E+05  3.091535E+05  1.801144E+04  3.152002E+04  4.695839E+04  1.739390E+05  1.054956E+04  7.976494E+03  4.342043E+05  5.274778E+03
3.758623E-02  2.660836E+06  1.584382E+06  1.257246E+05  3.006076E+05  1.634420E+04  2.690507E+04  4.777536E+04  1.756373E+05  1.257246E+04  6.411956E+03  4.343786E+05  6.411956E+03
3.846173E-02  2.568938E+06  1.529642E+06  1.299888E+05  2.919220E+05  1.646361E+04  2.985566E+04  4.975943E+04  1.672162E+05  1.376063E+04  6.511727E+03  4.361629E+05  3.808746E+03
3.935762E-02  2.562570E+06  1.498545E+06  1.217470E+05  2.899596E+05  1.380760E+04  2.689480E+04  4.382412E+04  1.679724E+05  1.152634E+04  7.083899E+03  4.151885E+05  5.883238E+03
4.027437E-02  2.490042E+06  1.469831E+06  1.206184E+05  2.854713E+05  1.842129E+04  2.815993E+04  4.869321E+04  1.713062E+05  1.114664E+04  7.743981E+03  4.131296E+05  5.279987E+03
4.121248E-02  2.432444E+06  1.417684E+06  1.156942E+05  2.764506E+05  1.444744E+04  2.637231E+04  4.345698E+04  1.543353E+05  1.226886E+04  7.682369E+03  4.046430E+05  4.357164E+03
4.217245E-02  2.399261E+06  1.384181E+06  1.207923E+05  2.695976E+05  1.344626E+04  2.902152E+04  4.414856E+04  1.563128E+05  1.187753E+04  6.162870E+03  3.900537E+05  5.266453E+03
4.315477E-02  2.337092E+06  1.339971E+06  1.141006E+05  2.814190E+05  1.478271E+04  2.518536E+04  4.445764E+04  1.594343E+05  1.292119E+04  6.132088E+03  3.913586E+05  6.351091E+03
4.415997E-02  2.270624E+06  1.341358E+06  1.130015E+05  2.677365E+05  1.594434E+04  2.397002E+04  4.162650E+04  1.478864E+05  1.005885E+04  5.457459E+03  3.677900E+05  4.601387E+03
4.518859E-02  2.216324E+06  1.326825E+06  1.140893E+05  2.612238E+05  1.432653E+04  2.645702E+04  4.444360E+04  1.510037E+05  1.098018E+04  4.705793E+03  3.669473E+05  4.705793E+03
4.624117E-02  2.154633E+06  1.287834E+06  1.132296E+05  2.607960E+05  1.451138E+04  2.350435E+04  4.292098E+04  1.530848E+05  1.073024E+04  5.722797E+03  3.739235E+05  4.189905E+03
4.731826E-02  2.123464E+06  1.257421E+06  1.114511E+05  2.453723E+05  1.318239E+04  2.266972E+04  4.044598E+04  1.447067E+05  1.198399E+04  4.793598E+03  3.529286E+05  4.094531E+03
4.842045E-02  2.041946E+06  1.221283E+06  1.034490E+05  2.359808E+05  1.434623E+04  2.098258E+04  4.108681E+04  1.407296E+05  9.564151E+03  5.855603E+03  3.609979E+05  4.196515E+03
4.954830E-02  1.998422E+06  1.221809E+06  1.034785E+05  2.411955E+05  1.497338E+04  2.336611E+04  3.566908E+04  1.375262E+05  8.774213E+03  5.626941E+03  3.537343E+05  4.100991E+03
5.070243E-02  2.008574E+06  1.181136E+06  9.823380E+04  2.374760E+05  1.276853E+04  2.339344E+04  3.616197E+04  1.355142E+05  1.081131E+04  4.939650E+03  3.470803E+05  3.634837E+03
5.188344E-02  1.938079E+06  1.164724E+06  9.472261E+04  2.206855E+05  1.311544E+04  2.158583E+04  3.670501E+04  1.391694E+05  1.029198E+04  5.282607E+03  3.371761E+05  5.191528E+03
5.309196E-02  1.888445E+06  1.142128E+06  9.229945E+04  2.194893E+05  1.219385E+04  2.643485E+04  3.489044E+04  1.311952E+05  8.811615E+03  5.073354E+03  3.230036E+05  4.895342E+03
5.432863E-02  1.848068E+06  1.121175E+06  9.924439E+04  2.243219E+05  1.156836E+04  2.183203E+04  3.531396E+04  1.303833E+05  1.052460E+04  4.696930E+03  3.251319E+05  4.609950E+03
5.559411E-02  1.822066E+06  1.105854E+06  9.044029E+04  2.244007E+05  1.249504E+04  2.048507E+04  3.476511E+04  1.257154E+05  8.245027E+03  5.525018E+03  3.173910E+05  3.740012E+03
5.688906E-02  1.763230E+06  1.057008E+06  8.796629E+04  2.094910E+05  1.129690E+04  2.176314E+04  3.256165E+04  1.273393E+05  8.140413E+03  4.485533E+03  3.137381E+05  4.485533E+03
5.821418E-02  1.724717E+06  1.052267E+06  8.807448E+04  2.091870E+05  1.128327E+04  1.956309E+04  3.246985E+04  1.247654E+05  8.766860E+03  4.789303E+03  3.157693E+05  4.221081E+03
5.957016E-02  1.709494E+06  1.032281E+06  8.733889E+04  1.999037E+05  9.281244E+03  1.951441E+04  3.434854E+04  1.229567E+05  8.170668E+03  4.204324E+03  3.127065E+05  3.728363E+03
6.095773E-02  1.639805E+06  1.008085E+06  7.852895E+04  1.972914E+05  1.093049E+04  1.845004E+04  3.077591E+04  1.173671E+05  8.682371E+03  3.100847E+03  3.066738E+05  3.178368E+03
6.237762E-02  1.600736E+06  9.765023E+05  8.454434E+04  1.981792E+05  1.136349E+04  2.159062E+04  3.159049E+04  1.202257E+05  7.424144E+03  4.848421E+03  2.956779E+05  3.257533E+03
6.383058E-02  1.564817E+06  9.864783E+05  8.269391E+04  1.922615E+05  1.177111E+04  2.043287E+04  3.553543E+04  1.072726E+05  8.439665E+03  4.441929E+03  2.894657E+05  3.257414E+03
6.531738E-02  1.553362E+06  9.494816E+05  7.965401E+04  1.917918E+05  8.609289E+03  1.881021E+04  3.002399E+04  1.123548E+05  9.405106E+03  3.979083E+03  2.889538E+05  3.906736E+03
6.683882E-02  1.511711E+06  9.158498E+05  7.967907E+04  1.865070E+05  1.117062E+04  1.972534E+04  3.238067E+04  1.122011E+05  8.271918E+03  3.322907E+03  2.804675E+05  2.898706E+03
6.839570E-02  1.472394E+06  8.974897E+05  7.613808E+04  1.866834E+05  1.063999E+04  1.630543E+04  2.846542E+04  1.111671E+05  7.323627E+03  5.250902E+03  2.773996E+05  4.421812E+03
6.998884E-02  1.438946E+06  9.038651E+05  7.757832E+04  1.791931E+05  9.317501E+03  1.836493E+04  3.024812E+04  1.026275E+05  6.076631E+03  5.604004E+03  2.672367E+05  4.118605E+03
7.161909E-02  1.390092E+06  8.804534E+05  6.829056E+04  1.756420E+05  9.765221E+03  1.609942E+04  3.008744E+04  1.001595E+05  8.313634E+03  4.156817E+03  2.694673E+05  2.969155E+03
7.328731E-02  1.367348E+06  8.547376E+05  7.105619E+04  1.805421E+05  9.091582E+03  1.637774E+04  2.849985E+04  1.068422E+05  7.544079E+03  3.675320E+03  2.639138E+05  3.739800E+03
7.499439E-02  1.339752E+06  8.400703E+05  7.233729E+04  1.732818E+05  8.569574E+03  1.739119E+04  2.747305E+04  1.022048E+05  7.498377E+03  4.284787E+03  2.565831E+05  3.276602E+03
7.674123E-02  1.311349E+06  8.267978E+05  7.284590E+04  1.673054E+05  8.928702E+03  1.601009E+04  2.580087E+04  9.784626E+04  6.711921E+03  3.633058E+03  2.559151E+05  3.509904E+03
7.852877E-02  1.251652E+06  8.200127E+05  6.673473E+04  1.722225E+05  9.567918E+03  1.558548E+04  2.611620E+04  9.423497E+04  7.642300E+03  3.068955E+03  2.524968E+05  3.068955E+03
8.035794E-02  1.235158E+06  7.914676E+05  7.256639E+04  1.664205E+05  9.114903E+03  1.705369E+04  2.534531E+04  9.685319E+04  6.527446E+03  3.469544E+03  2.461612E+05  2.822680E+03
8.222971E-02  1.220892E+06  7.951167E+05  6.729414E+04  1.552190E+05  8.620086E+03  1.494148E+04  2.413624E+04  8.999370E+04  6.953536E+03  3.505502E+03  2.357306E+05  3.333100E+03
8.414509E-02  1.185463E+06  7.623601E+05  6.705400E+04  1.552800E+05  8.929301E+03  1.426442E+04  2.465386E+04  9.266256E+04  6.458299E+03  3.257229E+03  2.408103E+05  3.313388E+03
8.610508E-02  1.166381E+06  7.420431E+05  6.596671E+04  1.493855E+05  8.561403E+03  1.393972E+04  2.348898E+04  9.214484E+04  6.036887E+03  4.006298E+03  2.317616E+05  3.567251E+03
8.811073E-02  1.135916E+06  7.311589E+05  6.526959E+04  1.481840E+05  6.811207E+03  1.372968E+04  2.456325E+04  9.010100E+04  5.792207E+03  3.807840E+03  2.299184E+05  3.432419E+03
9.016309E-02  1.113204E+06  7.179224E+05  6.100611E+04  1.404608E+05  8.962238E+03  1.472742E+04  2.395171E+04  8.558675E+04  5.503128E+03  3.406698E+03  2.266765E+05  3.249466E+03
9.226326E-02  1.092064E+06  7.022975E+05  6.115397E+04  1.434096E+05  7.989966E+03  1.357270E+04  2.356016E+04  8.584092E+04  5.275426E+03  3.226717E+03  2.288920E+05  2.356016E+03
9.441234E-02  1.051640E+06  6.881632E+05  6.066287E+04  1.451004E+05  7.657937E+03  1.396447E+04  2.077153E+04  8.303606E+04  5.205395E+03  3.503631E+03  2.208789E+05  2.953061E+03
9.661149E-02  1.040419E+06  6.759715E+05  5.879289E+04  1.401834E+05  8.804260E+03  1.462485E+04  2.176609E+04  8.241765E+04  5.576031E+03  3.374966E+03  2.138946E+05  2.983666E+03
9.886186E-02  1.021659E+06  6.628789E+05  5.869738E+04  1.391912E+05  8.269256E+03  1.142400E+04  2.069704E+04  8.216677E+04  5.162310E+03  3.011348E+03  2.072094E+05  2.963548E+03
1.011646E-01  9.841567E+05  6.572723E+05  5.726784E+04  1.298569E+05  8.127736E+03  1.298569E+04  2.242134E+04  7.660625E+04  5.652046E+03  3.596757E+03  2.076310E+05  2.102001E+03
1.035211E-01  9.605677E+05  6.349616E+05  5.432094E+04  1.313745E+05  6.938473E+03  1.396824E+04  2.177403E+04  8.216613E+04  5.066911E+03  2.921462E+03  2.033155E+05  2.419336E+03
1.059324E-01  9.363383E+05  6.314819E+05  5.500262E+04  1.293655E+05  6.780534E+03  1.378411E+04  2.185830E+04  7.775310E+04  5.665315E+03  2.988788E+03  2.009179E+05  2.230439E+03
1.083999E-01  9.231330E+05  6.080402E+05  5.091704E+04  1.267695E+05  7.149311E+03  1.394988E+04  1.918108E+04  7.502417E+04  5.667137E+03  3.487469E+03  1.988293E+05  2.484821E+03
1.109248E-01  9.039092E+05  6.020381E+05  5.299571E+04  1.255027E+05  7.071775E+03  1.239691E+04  1.989469E+04  7.429624E+04  5.623339E+03  3.280281E+03  1.928550E+05  2.130053E+03
1.135086E-01  8.729258E+05  5.933714E+05  5.054044E+04  1.255185E+05  6.327963E+03  1.211472E+04  2.089893E+04  7.268831E+04  5.828387E+03  2.914193E+03  1.944600E+05  2.456249E+03
1.161526E-01  8.634706E+05  5.717279E+05  4.886111E+04  1.206678E+05  6.590758E+03  1.200169E+04  1.989432E+04  6.948774E+04  5.573666E+03  2.888542E+03  1.887723E+05  2.074868E+03
1.188581E-01  8.376135E+05  5.637630E+05  4.679471E+04  1.193524E+05  6.202188E+03  1.121165E+04  1.848729E+04  7.100710E+04  5.407036E+03  2.107154E+03  1.890077E+05  2.226427E+03
1.216267E-01  8.173038E+05  5.605656E+05  4.635118E+04  1.153534E+05  7.265440E+03  1.017939E+04  1.954287E+04  6.923537E+04  5.361662E+03  2.991652E+03  1.818303E+05  2.952799E+03
1.244597E-01  8.081158E+05  5.478815E+05  4.620733E+04  1.143223E+05  6.948186E+03  1.192202E+04  1.822475E+04  6.868453E+04  5.961012E+03  3.037458E+03  1.798555E+05  2.012316E+03
1.273587E-01  7.763634E+05  5.365605E+05  4.656548E+04  1.129816E+05  6.493194E+03  1.135381E+04  1.862619E+04  6.682424E+04  5.157451E+03  2.411758E+03  1.803253E+05  2.374654E+03
1.303253E-01  7.683362E+05  5.279365E+05  4.499789E+04  1.121503E+05  6.381650E+03  1.113163E+04  1.744076E+04  6.468673E+04  4.459903E+03  2.828231E+03  1.729572E+05  1.958006E+03
1.333610E-01  7.542130E+05  5.186476E+05  4.659573E+04  1.094202E+05  6.413556E+03  1.268538E+04  1.672485E+04  6.413556E+04  4.004043E+03  2.515815E+03  1.762488E+05  2.090607E+03
1.364674E-01  7.318509E+05  5.173339E+05  4.262637E+04  1.087994E+05  5.401880E+03  1.014584E+04  1.707133E+04  6.426852E+04  4.328430E+03  2.320038E+03  1.675622E+05  2.320038E+03
1.396461E-01  7.235502E+05  5.006174E+05  4.355108E+04  1.053077E+05  6.530969E+03  1.069319E+04  1.769791E+04  6.378693E+04  4.839008E+03  2.910173E+03  1.715987E+05  2.098032E+03
1.428989E-01  6.947124E+05  4.948106E+05  4.259280E+04  1.038034E+05  5.985479E+03  9.920683E+03  1.534399E+04  6.316168E+04  4.761928E+03  1.884930E+03  1.663368E+05  2.050275E+03
1.462274E-01  6.821627E+05  4.772780E+05  4.065378E+04  1.000833E+05  5.913865E+03  9.791810E+03  1.622273E+04  6.101299E+04  4.524269E+03  2.843826E+03  1.604823E+05  1.938972E+03
1.496335E-01  6.686244E+05  4.756038E+05  3.941259E+04  9.609976E+04  5.273960E+03  1.067424E+04  1.515869E+04  5.807672E+04  4.894993E+03  2.684351E+03  1.568608E+05  2.084319E+03
1.531189E-01  6.557501E+05  4.660431E+05  3.811424E+04  9.730705E+04  5.369942E+03  8.795594E+03  1.709740E+04  5.709421E+04  4.104611E+03  2.561524E+03  1.533828E+05  2.222045E+03
1.566855E-01  6.436886E+05  4.497948E+05  3.981019E+04  9.563494E+04  4.765159E+03  9.741433E+03  1.565264E+04  5.688032E+04  4.192134E+03  2.473057E+03  1.552296E+05  2.050828E+03
1.603352E-01  6.282996E+05  4.459519E+05  3.887453E+04  9.599268E+04  6.012437E+03  9.667055E+03  1.556160E+04  5.732446E+04  4.244073E+03  2.122036E+03  1.535234E+05  1.797836E+03
1.640699E-01  6.107432E+05  4.328918E+05  4.026498E+04  9.498849E+04  5.760369E+03  1.054148E+04  1.552420E+04  5.521314E+04  3.974655E+03  2.332950E+03  1.457661E+05  1.987327E+03
1.678915E-01  5.904236E+05  4.221936E+05  3.599904E+04  9.186932E+04  5.516662E+03  9.344551E+03  1.536785E+04  5.375931E+04  4.081204E+03  2.223553E+03  1.447280E+05  1.688774E+03
1.718022E-01  5.849055E+05  4.211100E+05  3.542715E+04  9.087834E+04  5.528616E+03  9.049326E+03  1.433039E+04  5.391088E+04  3.300666E+03  2.310466E+03  1.467146E+05  1.925389E+03
1.758040E-01  5.650597E+05  4.162551E+05  3.682484E+04  8.996551E+04  4.220073E+03  8.789579E+03  1.521377E+04  5.526414E+04  3.709364E+03  2.015959E+03  1.375959E+05  1.827802E+03
1.798990E-01  5.520398E+05  3.978228E+05  3.627555E+04  8.573744E+04  4.780703E+03  8.536969E+03  1.507760E+04  5.219371E+04  4.255351E+03  2.022605E+03  1.391132E+05  2.101408E+03
1.840894E-01  5.432986E+05  3.981623E+05  3.339624E+04  8.360613E+04  4.646211E+03  9.189743E+03  1.537613E+04  5.151903E+04  3.542415E+03  2.079244E+03  1.358182E+05  2.104913E+03
1.883774E-01  5.289750E+05  3.928869E+05  3.436694E+04  8.233015E+04  4.640792E+03  8.529022E+03  1.389729E+04  4.949342E+04  3.587206E+03  1.981743E+03  1.343572E+05  1.881402E+03
1.927653E-01  5.166399E+05  3.820071E+05  3.432009E+04  8.298107E+04  4.927384E+03  8.138763E+03  1.365449E+04  5.062213E+04  3.309437E+03  2.255320E+03  1.335787E+05  1.568918E+03
1.972553E-01  5.102938E+05  3.745333E+05  3.145467E+04  8.252957E+04  4.336096E+03  8.911756E+03  1.317598E+04  4.800849E+04  3.497625E+03  2.132114E+03  1.293642E+05  1.700900E+03
2.018500E-01  4.957986E+05  3.650480E+05  3.137077E+04  7.950382E+04  4.588560E+03  8.662077E+03  1.287606E+04  4.801600E+04  3.652119E+03  2.060170E+03  1.252724E+05  2.013348E+03
2.065517E-01  4.796855E+05  3.558234E+05  3.205225E+04  7.771697E+04  4.506990E+03  8.304758E+03  1.326931E+04  4.927947E+04  3.111424E+03  1.921762E+03  1.249603E+05  1.647225E+03
2.113629E-01  4.703092E+05  3.571587E+05  3.127793E+04  7.746822E+04  4.180825E+03  8.294577E+03  1.171525E+04  4.766587E+04  3.130029E+03  1.743873E+03  1.246199E+05  1.408513E+03
2.162862E-01  4.662456E+05  3.493783E+05  3.076260E+04  7.762749E+04  3.736082E+03  7.559559E+03  1.275949E+04  4.588171E+04  2.949539E+03  1.747875E+03  1.188555E+05  1.485694E+03
2.213241E-01  4.514050E+05  3.426212E+05  2.999830E+04  7.423779E+04  4.035359E+03  7.814504E+03  1.191392E+04  4.445300E+04  3.159963E+03  1.772142E+03  1.235802E+05  1.024853E+03
2.264794E-01  4.349537E+05  3.380980E+05  3.023352E+04  7.434233E+04  3.901773E+03  6.760290E+03  1.266511E+04  4.481822E+04  3.943503E+03  1.752668E+03  1.205794E+05  1.731803E+03
2.317548E-01  4.248695E+05  3.270579E+05  2.976961E+04  7.220151E+04  3.853738E+03  7.218112E+03  1.064366E+04  4.257463E+04  3.180863E+03  1.651602E+03  1.178347E+05  1.671992E+03
2.371531E-01  4.229893E+05  3.266072E+05  2.893257E+04  7.247090E+04  3.626534E+03  6.296619E+03  1.050101E+04  4.431545E+04  3.168236E+03  1.853119E+03  1.136580E+05  1.474525E+03
2.426771E-01  4.086875E+05  3.165050E+05  2.784559E+04  6.936083E+04  4.478661E+03  6.406432E+03  1.090457E+04  4.334565E+04  3.505039E+03  1.402016E+03  1.119470E+05  1.363071E+03
2.483298E-01  3.993466E+05  3.182442E+05  2.772553E+04  6.688761E+04  4.015159E+03  6.469925E+03  1.120819E+04  4.064635E+04  2.683116E+03  2.188357E+03  1.093417E+05  1.579423E+03
2.541141E-01  3.924507E+05  3.085082E+05  2.703863E+04  6.666678E+04  3.663419E+03  6.750360E+03  1.086008E+04  4.052076E+04  3.217114E+03  1.710835E+03  1.088054E+05  1.245934E+03
2.600332E-01  3.881515E+05  3.050112E+05  2.584163E+04  6.794786E+04  3.561856E+03  6.723913E+03  1.112171E+04  3.968926E+04  2.762256E+03  1.526510E+03  1.088002E+05  1.399301E+03
2.660901E-01  3.753558E+05  2.989563E+05  2.614136E+04  6.505149E+04  3.729406E+03  6.304472E+03  1.102839E+04  3.983361E+04  2.681620E+03  1.722630E+03  1.070339E+05  1.545040E+03
2.722882E-01  3.712198E+05  2.903463E+05  2.691734E+04  6.317158E+04  3.592450E+03  6.577480E+03  1.074264E+04  3.696579E+04  3.123869E+03  1.596644E+03  1.033827E+05  1.579289E+03
2.786306E-01  3.559689E+05  2.865525E+05  2.479521E+04  6.220849E+04  3.629394E+03  5.461051E+03  1.092210E+04  3.773552E+04  2.832284E+03  1.543340E+03  1.026576E+05  1.526381E+03
2.851207E-01  3.484959E+05  2.803281E+05  2.507606E+04  6.198576E+04  3.563353E+03  6.065986E+03  9.231569E+03  3.637934E+04  2.950124E+03  1.309325E+03  1.028234E+05  1.425341E+03
2.917620E-01  3.414054E+05  2.754048E+05  2.413274E+04  6.229162E+04  3.644205E+03  5.296245E+03  1.068967E+04  3.827226E+04  2.721007E+03  1.149949E+03  9.928435E+04  1.311914E+03
2.985580E-01  3.337448E+05  2.690092E+05  2.366255E+04  6.134852E+04  3.323836E+03  6.315289E+03  9.892370E+03  3.562836E+04  2.769864E+03  1.440329E+03  9.800569E+04  1.171257E+03
3.055124E-01  3.215385E+05  2.674951E+05  2.397464E+04  5.995206E+04  3.681267E+03  6.171536E+03  9.698127E+03  3.523498E+04  2.552139E+03  1.546751E+03  9.654818E+04  1.237401E+03
3.126287E-01  3.167891E+05  2.646106E+05  2.436606E+04  5.713630E+04  2.992854E+03  5.622938E+03  1.076218E+04  3.588402E+04  2.116159E+03  1.723158E+03  9.367028E+04  1.254580E+03
3.199107E-01  3.144526E+05  2.571102E+05  2.239337E+04  5.644135E+04  3.175841E+03  5.952856E+03  9.320725E+03  3.472746E+04  2.703158E+03  1.536221E+03  9.076998E+04  1.477136E+03
3.273624E-01  3.047975E+05  2.539137E+05  2.172485E+04  5.723524E+04  3.262337E+03  5.759612E+03  8.603330E+03  3.473089E+04  2.064222E+03  1.414642E+03  9.004627E+04  1.226985E+03
3.349876E-01  2.954332E+05  2.498549E+05  2.161121E+04  5.384464E+04  2.778987E+03  6.094023E+03  8.717838E+03  3.281180E+04  2.214726E+03  1.241375E+03  9.059217E+04  1.114416E+03
3.427905E-01  2.910380E+05  2.444295E+05  2.151906E+04  5.391482E+04  3.060366E+03  5.789881E+03  8.615894E+03  3.275418E+04  2.302167E+03  1.461256E+03  8.850247E+04  1.171762E+03
3.507751E-01  2.841437E+05  2.386770E+05  2.183752E+04  5.325338E+04  3.219721E+03  5.644615E+03  8.702677E+03  3.320758E+04  2.600026E+03  1.293277E+03  8.783507E+04  1.158561E+03
3.589457E-01  2.759644E+05  2.349291E+05  2.081384E+04  5.210701E+04  3.041111E+03  4.923704E+03  8.465085E+03  3.085872E+04  2.330202E+03  1.171684E+03  8.625698E+04  9.873738E+02
3.673066E-01  2.708663E+05  2.327850E+05  2.022427E+04  5.206592E+04  3.061944E+03  4.966011E+03  8.118012E+03  3.207322E+04  2.225699E+03  1.389454E+03  8.510404E+04  1.067821E+03
3.758623E-01  2.681078E+05  2.230732E+05  1.934902E+04  5.186141E+04  2.828804E+03  4.903260E+03  8.046376E+03  3.075224E+04  2.162464E+03  1.332681E+03  8.163300E+04  1.181811E+03
3.846173E-01  2.597933E+05  2.236963E+05  2.081295E+04  4.983314E+04  3.206719E+03  5.000515E+03  7.973794E+03  3.194432E+04  2.150099E+03  1.388349E+03  8.147031E+04  9.583297E+02
3.935762E-01  2.566172E+05  2.189285E+05  1.873031E+04  4.825456E+04  2.569414E+03  4.946723E+03  7.552157E+03  3.042475E+04  1.981090E+03  1.224674E+03  8.122470E+04  1.008555E+03
4.027437E-01  2.475258E+05  2.173360E+05  1.941862E+04  4.755508E+04  2.663460E+03  4.775455E+03  7.626648E+03  3.015459E+04  1.900795E+03  1.231997E+03  7.997420E+04  8.917311E+02
4.121248E-01  2.413410E+05  2.100956E+05  1.819689E+04  4.663312E+04  2.522569E+03  4.976340E+03  7.957558E+03  2.920447E+04  1.800197E+03  1.054892E+03  7.631917E+04  9.172977E+02
4.217245E-01  2.346821E+05  2.073078E+05  1.852223E+04  4.640081E+04  2.868536E+03  4.952707E+03  7.361829E+03  2.889826E+04  2.016939E+03  1.176548E+03  7.593777E+04  1.053291E+03
4.315477E-01  2.311578E+05  2.041985E+05  1.798016E+04  4.649437E+04  2.726589E+03  4.555265E+03  7.654160E+03  2.776960E+04  1.971028E+03  1.138816E+03  7.377121E+04  9.088630E+02
