# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  F19  Mg24  Mg25  Mg26  Al27  Si28  Si29  Si30  K39  K41
4.415997E-01  2.242909E+05  2.007596E+05  1.723915E+04  4.446224E+04  2.546814E+03  4.430173E+03  7.576238E+03  2.764043E+04  1.904760E+03  1.252005E+03  7.250930E+04  9.416793E+02
4.518859E-01  2.200429E+05  1.978002E+05  1.700360E+04  4.507104E+04  2.331982E+03  4.266586E+03  7.121434E+03  2.627924E+04  1.735915E+03  1.035275E+03  7.293980E+04  1.118933E+03
4.624117E-01  2.164648E+05  1.943094E+05  1.691291E+04  4.259396E+04  2.421970E+03  4.241002E+03  7.112620E+03  2.582412E+04  2.054075E+03  1.083244E+03  7.093203E+04  8.482003E+02
4.731826E-01  2.116573E+05  1.908451E+05  1.606854E+04  4.390136E+04  2.566572E+03  4.144465E+03  6.661103E+03  2.653456E+04  1.797599E+03  1.068573E+03  7.192394E+04  1.028626E+03
4.842045E-01  2.081179E+05  1.866083E+05  1.662991E+04  4.243360E+04  2.273926E+03  4.391702E+03  6.333810E+03  2.514981E+04  1.805477E+03  7.807470E+02  6.776884E+04  9.466557E+02
4.954830E-01  2.024077E+05  1.844397E+05  1.570775E+04  4.136278E+04  2.193553E+03  4.186825E+03  6.342230E+03  2.515910E+04  1.897900E+03  1.154000E+03  6.674124E+04  9.441816E+02
5.070243E-01  1.954051E+05  1.816859E+05  1.646861E+04  3.993661E+04  2.171582E+03  4.427045E+03  6.971431E+03  2.478213E+04  1.556456E+03  1.053171E+03  6.577191E+04  9.506497E+02
5.188344E-01  1.905200E+05  1.774501E+05  1.520116E+04  3.924613E+04  2.258770E+03  4.016603E+03  6.849174E+03  2.290648E+04  1.776049E+03  9.472261E+02  6.586865E+04  8.834705E+02
5.309196E-01  1.884173E+05  1.755114E+05  1.558499E+04  3.918054E+04  2.269659E+03  3.907373E+03  6.274938E+03  2.423639E+04  1.664416E+03  8.811615E+02  6.339913E+04  8.544597E+02
5.432863E-01  1.828584E+05  1.724556E+05  1.554336E+04  3.911499E+04  2.217995E+03  4.192445E+03  6.158197E+03  2.314543E+04  1.574341E+03  8.871979E+02  6.301715E+04  8.176138E+02
5.559411E-01  1.768601E+05  1.682920E+05  1.547005E+04  3.872613E+04  2.167507E+03  3.442511E+03  5.984019E+03  2.317108E+04  1.632005E+03  9.520031E+02  6.171870E+04  7.140023E+02
5.688906E-01  1.757000E+05  1.658734E+05  1.412112E+04  3.708872E+04  2.267686E+03  3.588427E+03  6.296360E+03  2.391454E+04  1.860666E+03  8.638805E+02  6.139366E+04  7.642020E+02
5.821418E-01  1.707346E+05  1.623655E+05  1.421368E+04  3.624447E+04  2.102423E+03  3.660976E+03  5.828339E+03  2.269643E+04  1.509848E+03  7.386892E+02  6.077545E+04  6.981019E+02
5.957016E-01  1.681254E+05  1.593518E+05  1.387427E+04  3.635551E+04  2.062499E+03  3.641104E+03  6.219227E+03  2.202114E+04  1.507211E+03  8.725956E+02  5.869395E+04  6.504804E+02
6.095773E-01  1.606084E+05  1.554377E+05  1.386079E+04  3.496205E+04  2.085320E+03  3.248137E+03  5.705558E+03  2.188423E+04  1.434142E+03  7.984681E+02  5.863702E+04  7.519554E+02
6.237762E-01  1.614600E+05  1.529980E+05  1.294680E+04  3.409046E+04  1.969671E+03  3.590862E+03  5.863559E+03  2.127245E+04  1.590888E+03  9.318059E+02  5.835529E+04  6.212039E+02
6.383058E-01  1.541053E+05  1.523730E+05  1.331838E+04  3.450638E+04  1.910029E+03  3.272221E+03  5.700475E+03  2.028481E+04  1.591691E+03  7.847407E+02  5.490224E+04  7.403215E+02
6.531738E-01  1.512558E+05  1.484777E+05  1.353612E+04  3.403201E+04  1.902725E+03  3.494359E+03  5.317502E+03  2.006181E+04  1.396296E+03  7.958167E+02  5.394190E+04  7.379391E+02
6.683882E-01  1.477633E+05  1.452110E+05  1.266947E+04  3.310888E+04  1.753364E+03  3.181507E+03  5.005571E+03  2.008591E+04  1.414003E+03  7.070015E+02  5.373211E+04  5.443912E+02
6.839570E-01  1.439369E+05  1.437434E+05  1.283707E+04  3.285268E+04  1.879270E+03  3.295632E+03  5.561811E+03  1.978761E+04  1.312726E+03  7.669081E+02  5.254357E+04  6.632719E+02
6.998884E-01  1.421999E+05  1.409103E+05  1.245709E+04  3.169301E+04  1.910763E+03  3.038315E+03  5.104370E+03  1.897259E+04  1.424632E+03  7.494511E+02  5.203621E+04  7.494511E+02
7.161909E-01  1.399462E+05  1.383956E+05  1.254303E+04  3.140706E+04  1.933250E+03  3.444220E+03  4.988180E+03  1.884424E+04  1.233849E+03  8.511577E+02  5.000717E+04  6.730084E+02
7.328731E-01  1.334141E+05  1.348069E+05  1.267018E+04  3.085979E+04  1.773181E+03  2.914465E+03  5.332438E+03  1.858938E+04  1.263794E+03  7.866475E+02  4.955234E+04  6.641368E+02
7.499439E-01  1.331687E+05  1.345990E+05  1.184618E+04  3.056061E+04  1.550085E+03  2.917436E+03  5.116540E+03  1.781337E+04  1.090100E+03  7.246331E+02  4.791400E+04  6.364169E+02
7.674123E-01  1.304329E+05  1.318677E+05  1.162579E+04  3.000044E+04  1.674901E+03  2.752503E+03  4.926181E+03  1.805445E+04  1.397804E+03  6.219303E+02  4.883076E+04  5.541953E+02
7.852877E-01  1.261521E+05  1.293895E+05  1.190273E+04  2.949206E+04  1.817303E+03  2.828253E+03  4.820065E+03  1.807073E+04  1.341916E+03  7.160895E+02  4.735217E+04  5.776856E+02
8.035794E-01  1.225572E+05  1.261444E+05  1.165531E+04  2.892070E+04  1.711249E+03  2.787396E+03  4.827958E+03  1.760646E+04  1.287848E+03  7.997592E+02  4.576269E+04  5.939388E+02
8.222971E-01  1.200778E+05  1.243649E+05  1.159689E+04  2.793483E+04  1.436681E+03  2.810148E+03  4.424977E+03  1.709650E+04  1.160838E+03  6.551265E+02  4.484169E+04  6.034060E+02
8.414509E-01  1.176758E+05  1.223090E+05  1.083310E+04  2.771453E+04  1.583687E+03  2.600168E+03  4.655592E+03  1.716784E+04  1.302892E+03  5.784390E+02  4.520248E+04  5.335117E+02
8.610508E-01  1.158094E+05  1.196182E+05  1.080054E+04  2.762150E+04  1.586055E+03  2.590373E+03  4.489248E+03  1.656851E+04  1.130544E+03  7.134502E+02  4.438209E+04  4.829509E+02
8.811073E-01  1.116233E+05  1.174155E+05  1.024363E+04  2.671387E+04  1.533862E+03  2.681577E+03  4.204713E+03  1.669550E+04  1.083357E+03  7.025733E+02  4.383843E+04  5.577681E+02
9.016309E-01  1.102408E+05  1.164776E+05  1.071800E+04  2.603242E+04  1.462260E+03  2.573368E+03  4.266235E+03  1.582805E+04  1.200206E+03  5.660361E+02  4.267283E+04  5.031432E+02
9.226326E-01  1.061231E+05  1.132373E+05  9.931118E+03  2.548082E+04  1.649211E+03  2.489182E+03  4.030835E+03  1.597993E+04  1.188251E+03  6.504652E+02  4.140441E+04  5.480297E+02
9.441234E-01  1.037575E+05  1.129721E+05  1.027565E+04  2.491582E+04  1.421473E+03  2.497588E+03  4.264420E+03  1.577635E+04  1.236281E+03  7.107366E+02  4.085734E+04  4.204357E+02
9.661149E-01  1.018408E+05  1.084293E+05  9.704251E+03  2.504323E+04  1.423355E+03  2.386933E+03  4.015721E+03  1.461996E+04  1.056511E+03  6.211894E+02  4.019145E+04  5.331468E+02
9.886186E-01  9.805999E+04  1.064248E+05  9.497695E+03  2.456877E+04  1.242778E+03  2.389958E+03  4.139408E+03  1.450227E+04  1.003783E+03  6.022695E+02  3.895632E+04  4.540921E+02
1.011646E+00  9.757487E+04  1.057867E+05  9.902759E+03  2.442992E+04  1.261200E+03  2.298187E+03  3.961104E+03  1.455519E+04  1.060343E+03  5.511913E+02  3.868148E+04  4.063868E+02
1.035211E+00  9.404370E+04  1.031596E+05  9.490188E+03  2.367298E+04  1.396824E+03  2.565409E+03  3.889197E+03  1.442016E+04  1.049901E+03  5.842925E+02  3.852679E+04  5.249503E+02
1.059324E+00  9.082794E+04  1.019891E+05  9.176026E+03  2.314303E+04  1.244585E+03  2.359804E+03  3.778364E+03  1.436849E+04  9.813931E+02  5.397662E+02  3.795761E+04  4.371660E+02
1.083999E+00  9.039519E+04  1.000598E+05  9.015107E+03  2.213235E+04  1.246770E+03  2.245058E+03  3.622608E+03  1.391936E+04  8.457112E+02  5.144016E+02  3.681023E+04  4.490116E+02
1.109248E+00  8.881894E+04  9.942234E+04  8.613933E+03  2.252318E+04  1.167269E+03  2.287677E+03  3.727592E+03  1.293368E+04  9.031423E+02  5.325132E+02  3.545260E+04  3.961898E+02
1.135086E+00  8.712606E+04  9.599770E+04  8.721765E+03  2.219783E+04  1.207309E+03  2.131524E+03  3.555316E+03  1.327207E+04  1.082415E+03  4.912498E+02  3.516599E+04  4.537816E+02
1.161526E+00  8.427220E+04  9.509406E+04  8.889386E+03  2.186342E+04  1.163554E+03  2.070800E+03  3.344199E+03  1.290893E+04  8.869044E+02  4.678624E+02  3.375119E+04  4.597257E+02
1.188581E+00  8.285090E+04  9.377231E+04  8.492227E+03  2.111925E+04  1.172850E+03  2.134984E+03  3.609992E+03  1.282183E+04  9.462313E+02  5.367278E+02  3.399276E+04  4.770914E+02
1.216267E+00  8.089116E+04  9.117933E+04  8.310576E+03  2.082112E+04  1.239399E+03  2.210714E+03  3.209227E+03  1.268538E+04  9.441187E+02  4.157231E+02  3.368134E+04  3.885262E+02
1.244597E+00  7.827910E+04  8.952908E+04  8.197341E+03  2.006621E+04  1.120063E+03  2.118627E+03  3.572810E+03  1.233967E+04  8.846597E+02  4.897902E+02  3.264888E+04  3.455109E+02
1.273587E+00  7.735435E+04  8.871187E+04  8.222239E+03  2.007696E+04  1.161354E+03  2.014745E+03  3.376461E+03  1.198458E+04  8.645224E+02  4.897724E+02  3.258841E+04  3.524877E+02
1.303253E+00  7.528534E+04  8.626468E+04  7.672484E+03  1.985926E+04  1.138544E+03  2.034151E+03  3.285100E+03  1.221578E+04  8.883547E+02  5.402647E+02  3.139337E+04  4.061050E+02
1.333610E+00  7.298344E+04  8.544204E+04  7.876981E+03  1.919106E+04  1.094911E+03  1.824852E+03  3.192605E+03  1.151960E+04  8.645899E+02  4.429252E+02  3.125634E+04  3.401665E+02
1.364674E+00  7.131174E+04  8.450133E+04  7.690754E+03  1.883733E+04  9.661055E+02  1.894121E+03  3.171873E+03  1.138896E+04  8.795369E+02  4.224547E+02  3.039943E+04  2.908705E+02
1.396461E+00  7.022653E+04  8.210410E+04  7.393869E+03  1.855743E+04  1.147150E+03  1.942371E+03  3.075985E+03  1.121770E+04  8.662840E+02  4.602134E+02  2.917956E+04  3.823832E+02
1.428989E+00  6.818816E+04  8.076759E+04  7.086675E+03  1.802588E+04  9.920683E+02  1.861782E+03  2.867078E+03  1.102849E+04  7.341306E+02  4.232825E+02  2.855834E+04  3.306894E+02
1.462274E+00  6.630316E+04  7.998260E+04  7.032006E+03  1.826189E+04  1.059971E+03  1.838792E+03  2.769499E+03  1.069020E+04  7.982102E+02  4.653533E+02  2.862246E+04  3.684047E+02
1.496335E+00  6.569712E+04  7.749879E+04  6.852990E+03  1.784620E+04  1.032686E+03  1.689562E+03  2.782251E+03  1.052897E+04  8.021472E+02  3.947575E+02  2.848886E+04  3.663349E+02
1.531189E+00  6.352271E+04  7.595999E+04  6.851305E+03  1.738442E+04  9.968340E+02  1.783808E+03  2.839280E+03  1.057014E+04  7.808019E+02  4.660122E+02  2.792987E+04  3.302206E+02
1.566855E+00  6.327106E+04  7.603143E+04  6.912497E+03  1.692536E+04  9.560478E+02  1.595424E+03  2.690204E+03  1.044716E+04  6.725510E+02  3.920701E+02  2.692315E+04  3.981019E+02
1.603352E+00  6.077866E+04  7.345488E+04  6.628417E+03  1.619526E+04  9.018655E+02  1.626895E+03  2.855907E+03  1.029482E+04  6.955564E+02  4.273546E+02  2.657851E+04  3.477782E+02
1.640699E+00  5.920508E+04  7.342455E+04  6.782835E+03  1.654378E+04  9.072582E+02  1.742512E+03  2.710254E+03  1.009217E+04  7.027651E+02  4.089862E+02  2.622984E+04  3.744240E+02
1.678915E+00  5.710309E+04  7.173631E+04  6.628439E+03  1.615594E+04  8.894211E+02  1.598706E+03  2.336138E+03  9.727339E+03  7.402460E+02  3.799742E+02  2.551738E+04  2.758331E+02
1.718022E+00  5.626535E+04  6.967981E+04  6.257513E+03  1.565066E+04  8.856787E+02  1.523807E+03  2.692793E+03  9.640695E+03  7.013915E+02  3.823271E+02  2.546189E+04  2.723049E+02
1.758040E+00  5.556788E+04  6.881676E+04  6.195713E+03  1.516807E+04  8.762700E+02  1.542880E+03  2.510540E+03  9.233090E+03  6.128514E+02  3.467449E+02  2.482048E+04  2.902980E+02
1.798990E+00  5.385645E+04  6.745519E+04  6.049428E+03  1.537705E+04  8.694574E+02  1.457852E+03  2.358830E+03  9.198912E+03  6.645702E+02  3.861337E+02  2.397181E+04  2.626760E+02
1.840894E+00  5.226089E+04  6.515220E+04  5.983601E+03  1.487301E+04  8.522331E+02  1.488841E+03  2.497659E+03  8.986953E+03  6.674115E+02  3.876121E+02  2.369311E+04  3.208709E+02
1.883774E+00  5.172100E+04  6.471019E+04  5.854923E+03  1.463229E+04  8.077486E+02  1.387220E+03  2.400669E+03  8.774859E+03  6.547279E+02  3.812975E+02  2.279005E+04  2.558707E+02
1.927653E+00  5.036718E+04  6.300432E+04  5.684877E+03  1.463752E+04  7.599448E+02  1.380158E+03  2.282286E+03  8.874194E+03  5.834415E+02  3.873267E+02  2.286453E+04  2.941722E+02
1.972553E+00  4.948899E+04  6.242302E+04  5.612969E+03  1.398331E+04  7.402507E+02  1.348742E+03  2.290225E+03  8.279309E+03  5.869302E+02  3.329930E+02  2.218836E+04  2.850804E+02
2.018500E+00  4.789661E+04  6.050812E+04  5.471155E+03  1.357839E+04  7.772459E+02  1.318040E+03  2.069534E+03  8.123624E+03  6.367797E+02  3.511653E+02  2.193144E+04  2.973200E+02
2.065517E+00  4.682236E+04  6.060872E+04  5.374070E+03  1.341573E+04  7.183730E+02  1.324643E+03  2.212314E+03  8.119445E+03  5.833921E+02  2.882643E+02  2.148942E+04  2.402203E+02
2.113629E+00  4.558217E+04  5.858073E+04  5.421658E+03  1.364693E+04  7.154352E+02  1.354855E+03  2.170899E+03  8.122426E+03  4.873902E+02  3.375960E+02  2.096002E+04  2.615810E+02
2.162862E+00  4.467787E+04  5.819768E+04  5.219591E+03  1.288839E+04  6.991499E+02  1.352418E+03  2.023165E+03  7.935352E+03  5.396564E+02  3.015084E+02  2.050257E+04  2.315934E+02
2.213241E+00  4.343455E+04  5.675123E+04  4.840295E+03  1.278291E+04  6.789651E+02  1.255445E+03  2.109489E+03  7.609534E+03  5.722096E+02  3.159963E+02  2.011060E+04  2.775644E+02
2.264794E+00  4.250846E+04  5.559087E+04  5.032661E+03  1.240638E+04  7.052402E+02  1.216435E+03  2.082336E+03  7.417541E+03  5.570980E+02  3.526201E+02  1.959024E+04  2.399486E+02
2.317548E+00  4.152861E+04  5.454364E+04  4.909947E+03  1.213214E+04  6.830699E+02  1.233604E+03  1.979883E+03  7.391428E+03  5.158707E+02  2.752670E+02  1.929723E+04  2.467208E+02
2.371531E+00  4.062714E+04  5.356510E+04  4.592945E+03  1.202335E+04  7.073733E+02  1.201538E+03  2.024483E+03  7.330779E+03  5.459727E+02  2.889271E+02  1.871252E+04  2.510677E+02
2.426771E+00  3.982893E+04  5.295724E+04  4.659755E+03  1.182561E+04  6.834826E+02  1.148874E+03  1.867407E+03  6.862087E+03  4.751275E+02  3.232425E+02  1.849882E+04  1.986189E+02
2.483298E+00  3.839901E+04  5.139975E+04  4.547977E+03  1.146128E+04  6.051283E+02  1.202645E+03  1.798259E+03  6.985616E+03  4.490889E+02  2.778262E+02  1.830799E+04  2.169328E+02
2.541141E+00  3.790616E+04  5.059609E+04  4.652728E+03  1.141982E+04  6.229671E+02  1.128779E+03  1.855884E+03  6.873094E+03  4.593220E+02  2.529061E+02  1.804373E+04  2.436080E+02
2.600332E+00  3.720323E+04  4.980057E+04  4.325111E+03  1.137432E+04  6.542185E+02  1.092181E+03  1.846350E+03  6.849305E+03  4.815775E+02  2.471492E+02  1.736587E+04  2.435147E+02
2.660901E+00  3.622319E+04  4.855686E+04  4.295920E+03  1.078153E+04  6.091363E+02  1.040682E+03  1.848720E+03  6.556650E+03  5.167891E+02  2.361957E+02  1.702918E+04  1.793667E+02
2.722882E+00  3.524419E+04  4.805205E+04  4.185985E+03  1.056909E+04  5.553545E+02  1.070793E+03  1.716393E+03  6.554919E+03  4.841997E+02  2.742063E+02  1.637602E+04  1.995805E+02
2.786306E+00  3.439784E+04  4.688702E+04  4.306089E+03  1.071689E+04  6.020724E+02  1.026067E+03  1.617963E+03  6.283600E+03  4.087308E+02  2.611807E+02  1.629835E+04  2.119973E+02
2.851207E+00  3.355187E+04  4.605509E+04  4.145091E+03  9.993961E+03  5.916823E+02  1.030886E+03  1.700465E+03  5.875388E+03  4.358892E+02  2.618650E+02  1.593067E+04  2.138012E+02
2.917620E+00  3.295819E+04  4.531610E+04  4.225659E+03  9.998080E+03  5.101888E+02  9.993221E+02  1.648801E+03  5.955442E+03  4.016724E+02  2.866775E+02  1.579156E+04  2.073148E+02
2.985580E+00  3.181228E+04  4.430990E+04  3.884140E+03  9.702437E+03  5.080721E+02  9.734092E+02  1.611269E+03  5.979740E+03  4.368471E+02  2.342513E+02  1.518677E+04  1.994302E+02
3.055124E+00  3.143462E+04  4.349463E+04  3.860690E+03  9.459928E+03  5.212550E+02  1.000748E+03  1.548298E+03  5.808049E+03  4.346370E+02  2.258256E+02  1.548452E+04  1.763296E+02
3.126287E+00  3.045305E+04  4.265119E+04  3.688163E+03  9.425979E+03  5.305514E+02  9.462256E+02  1.511542E+03  5.609334E+03  4.066049E+02  2.312660E+02  1.472393E+04  1.889428E+02
3.199107E+00  2.979530E+04  4.186645E+04  3.627845E+03  9.450713E+03  5.790371E+02  9.438896E+02  1.527358E+03  5.462447E+03  3.929180E+02  2.260017E+02  1.460887E+04  1.683934E+02
3.273624E+00  2.923256E+04  4.093655E+04  3.715599E+03  9.198057E+03  4.792459E+02  8.877598E+02  1.440625E+03  5.489675E+03  4.359406E+02  1.775520E+02  1.428211E+04  1.674474E+02
3.349876E+00  2.805931E+04  4.002870E+04  3.626790E+03  9.029593E+03  5.191205E+02  8.929436E+02  1.455794E+03  5.408445E+03  4.076789E+02  2.073661E+02  1.379196E+04  1.636358E+02
3.427905E+00  2.765633E+04  3.905275E+04  3.537342E+03  8.677929E+03  5.321176E+02  8.753748E+02  1.379922E+03  5.115773E+03  3.473929E+02  2.329738E+02  1.395499E+04  1.792106E+02
3.507751E+00  2.694327E+04  3.830390E+04  3.478376E+03  8.663609E+03  4.930619E+02  8.352414E+02  1.398356E+03  5.129999E+03  3.543040E+02  1.993802E+02  1.336117E+04  1.764784E+02
3.589457E+00  2.654061E+04  3.779140E+04  3.259650E+03  8.217583E+03  4.739394E+02  7.820001E+02  1.329663E+03  5.010593E+03  3.712526E+02  1.935253E+02  1.279636E+04  1.856263E+02
3.673066E+00  2.567659E+04  3.658123E+04  3.306385E+03  8.172046E+03  4.953145E+02  8.118012E+02  1.331560E+03  4.967297E+03  3.267789E+02  2.058450E+02  1.275081E+04  1.736817E+02
3.758623E+00  2.511601E+04  3.596981E+04  3.307815E+03  8.027517E+03  4.513514E+02  7.581195E+02  1.315080E+03  4.738561E+03  3.055108E+02  1.634420E+02  1.243794E+04  1.408116E+02
3.846173E+00  2.465242E+04  3.540045E+04  3.088770E+03  7.911134E+03  4.435346E+02  7.850932E+02  1.288831E+03  4.588925E+03  3.415585E+02  1.904373E+02  1.218922E+04  1.388349E+02
3.935762E+00  2.432899E+04  3.503168E+04  3.089300E+03  7.909953E+03  4.718597E+02  7.288011E+02  1.264296E+03  4.705390E+03  3.325830E+02  1.909051E+02  1.202222E+04  1.584872E+02
4.027437E+00  2.344666E+04  3.426477E+04  2.954446E+03  7.623128E+03  4.270923E+02  7.626648E+02  1.242557E+03  4.489162E+03  2.851193E+02  1.842129E+02  1.163592E+04  1.372797E+02
4.121248E+00  2.268248E+04  3.330364E+04  2.994977E+03  7.409473E+03  4.001711E+02  6.627476E+02  1.191340E+03  4.435135E+03  3.061481E+02  1.823129E+02  1.149947E+04  1.375947E+02
4.217245E+00  2.220762E+04  3.312599E+04  2.908875E+03  7.086180E+03  4.112315E+02  7.148930E+02  1.182151E+03  4.373397E+03  3.081435E+02  1.837656E+02  1.118505E+04  1.445473E+02
4.315477E+00  2.174592E+04  3.223836E+04  2.806525E+03  7.114317E+03  4.095359E+02  7.073801E+02  1.157432E+03  4.326407E+03  2.912742E+02  1.533022E+02  1.104652E+04  1.160717E+02
4.415997E+00  2.115782E+04  3.129478E+04  2.696627E+03  6.979128E+03  4.044941E+02  6.548951E+02  1.158908E+03  4.261099E+03  2.942748E+02  1.626537E+02  1.058854E+04  1.177099E+02
4.518859E+00  2.099830E+04  3.087105E+04  2.713674E+03  6.847452E+03  3.618232E+02  6.995946E+02  1.073967E+03  4.132732E+03  2.530671E+02  1.756830E+02  1.068633E+04  1.338537E+02
4.624117E+00  2.034148E+04  2.999052E+04  2.772491E+03  6.510704E+03  3.801573E+02  6.397270E+02  1.068937E+03  3.901721E+03  2.851179E+02  1.829251E+02  1.024892E+04  1.175217E+02
4.731826E+00  1.996034E+04  2.977723E+04  2.596532E+03  6.646123E+03  3.685078E+02  6.551250E+02  1.060583E+03  3.930750E+03  2.726359E+02  1.438079E+02  9.922747E+03  1.198399E+02
4.842045E+00  1.933130E+04  2.895693E+04  2.569634E+03  6.397246E+03  3.737826E+02  6.294773E+02  1.022779E+03  3.719284E+03  2.810689E+02  1.581013E+02  1.002577E+04  1.278473E+02
4.954830E+00  1.880829E+04  2.849902E+04  2.569318E+03  6.135273E+03  3.452462E+02  6.408990E+02  1.054813E+03  3.771958E+03  2.441520E+02  1.421041E+02  9.628745E+03  1.268446E+02
5.070243E+00  1.846963E+04  2.762756E+04  2.483805E+03  6.151263E+03  3.308634E+02  5.787779E+02  9.795420E+02  3.758794E+03  3.084951E+02  1.332774E+02  9.495313E+03  1.127731E+02
5.188344E+00  1.781605E+04  2.727465E+04  2.376263E+03  6.128735E+03  3.552098E+02  6.229834E+02  9.654420E+02  3.622229E+03  2.586656E+02  1.220464E+02  9.156216E+03  1.038306E+02
5.309196E+00  1.746569E+04  2.659773E+04  2.320392E+03  5.947395E+03  3.417839E+02  5.838808E+02  9.594870E+02  3.602082E+03  2.269659E+02  1.468603E+02  9.035021E+03  9.434659E+01
5.432863E+00  1.702637E+04  2.586791E+04  2.342376E+03  5.876381E+03  3.009514E+02  5.723296E+02  9.185108E+02  3.511390E+03  2.470237E+02  1.209025E+02  8.806744E+03  9.915741E+01
5.559411E+00  1.677905E+04  2.593868E+04  2.268657E+03  5.732419E+03  3.128010E+02  5.703519E+02  8.976029E+02  3.376211E+03  2.448008E+02  1.275004E+02  8.591828E+03  9.520031E+01
5.688906E+00  1.641456E+04  2.522199E+04  2.243597E+03  5.577013E+03  3.148180E+02  5.474012E+02  9.087358E+02  3.328432E+03  2.483656E+02  1.337353E+02  8.503408E+03  1.063238E+02
5.821418E+00  1.592159E+04  2.456426E+04  2.190903E+03  5.402984E+03  3.141458E+02  5.487405E+02  8.060641E+02  3.150388E+03  2.419004E+02  1.444908E+02  8.365858E+03  1.128327E+02
5.957016E+00  1.563057E+04  2.402970E+04  2.212427E+03  5.283963E+03  2.808171E+02  5.140381E+02  8.480043E+02  3.133412E+03  2.133893E+02  1.308893E+02  8.119899E+03  1.070913E+02
6.095773E+00  1.522438E+04  2.342690E+04  2.077567E+03  5.100118E+03  3.131855E+02  5.240431E+02  8.442056E+02  3.150460E+03  2.023303E+02  1.279099E+02  7.771498E+03  1.046536E+02
6.237762E+00  1.475587E+04  2.311333E+04  2.039367E+03  5.007510E+03  2.977233E+02  5.166599E+02  7.780200E+02  3.077232E+03  1.992398E+02  1.128773E+02  7.730959E+03  9.848355E+01
6.383058E+00  1.459840E+04  2.278487E+04  1.995907E+03  5.066760E+03  2.554109E+02  4.656622E+02  8.113923E+02  3.004965E+03  1.991465E+02  1.169708E+02  7.540914E+03  9.698211E+01
6.531738E+00  1.414817E+04  2.240296E+04  1.961326E+03  4.926829E+03  2.539379E+02  4.673614E+02  7.719422E+02  2.880856E+03  1.895491E+02  1.157551E+02  7.359857E+03  9.911535E+01
6.683882E+00  1.382471E+04  2.183362E+04  1.863656E+03  4.801247E+03  2.630046E+02  4.722770E+02  7.586126E+02  2.895878E+03  2.057374E+02  1.124132E+02  7.231211E+03  8.978919E+01
6.839570E+00  1.350242E+04  2.114663E+04  1.906907E+03  4.792139E+03  2.632360E+02  4.836357E+02  7.496354E+02  2.789887E+03  1.969088E+02  1.153817E+02  7.077663E+03  9.603624E+01
6.998884E+00  1.310122E+04  2.096978E+04  1.829066E+03  4.531816E+03  2.477915E+02  4.773531E+02  7.123162E+02  2.654812E+03  2.032295E+02  1.066786E+02  6.802451E+03  8.709837E+01
7.161909E+00  1.281685E+04  2.058086E+04  1.754441E+03  4.416783E+03  2.467698E+02  4.394349E+02  7.244738E+02  2.698632E+03  1.788091E+02  1.022709E+02  6.767034E+03  7.851765E+01
7.328731E+00  1.253091E+04  1.996731E+04  1.785432E+03  4.356222E+03  2.469557E+02  4.578031E+02  7.428016E+02  2.554025E+03  2.069786E+02  1.109044E+02  6.694241E+03  7.286161E+01
7.499439E+00  1.206987E+04  1.959219E+04  1.763694E+03  4.286677E+03  2.444849E+02  4.057945E+02  6.433482E+02  2.519203E+03  1.839938E+02  1.052293E+02  6.425290E+03  8.569574E+01
7.674123E+00  1.187579E+04  1.919794E+04  1.693375E+03  4.170628E+03  2.635507E+02  4.205727E+02  7.013650E+02  2.496958E+03  1.810371E+02  9.421320E+01  6.260560E+03  7.019807E+01
7.852877E+00  1.167587E+04  1.878923E+04  1.707783E+03  4.227335E+03  2.154286E+02  4.103975E+02  6.492946E+02  2.435908E+03  1.853408E+02  9.868796E+01  6.214333E+03  7.762651E+01
8.035794E+00  1.141421E+04  1.837623E+04  1.597754E+03  3.984095E+03  2.111129E+02  3.922348E+02  6.256940E+02  2.393397E+03  1.711249E+02  9.291320E+01  6.005251E+03  7.585951E+01
8.222971E+00  1.112221E+04  1.800736E+04  1.561960E+03  3.954321E+03  2.241222E+02  3.775598E+02  5.919126E+02  2.341215E+03  1.568856E+02  8.964889E+01  5.932343E+03  7.930479E+01
8.414509E+00  1.080558E+04  1.762835E+04  1.593234E+03  3.862063E+03  2.218285E+02  3.740198E+02  6.126961E+02  2.278937E+03  1.667926E+02  9.378574E+01  5.741147E+03  6.458299E+01
8.610508E+00  1.067431E+04  1.729458E+04  1.575627E+03  3.698416E+03  2.211696E+02  3.989833E+02  6.185065E+02  2.191939E+03  1.750697E+02  9.494376E+01  5.608817E+03  8.616284E+01
8.811073E+00  1.033587E+04  1.674967E+04  1.487739E+03  3.695750E+03  2.134536E+02  3.593314E+02  5.609860E+02  2.184413E+03  1.544589E+02  9.224626E+01  5.590016E+03  7.722943E+01
9.016309E+00  1.002408E+04  1.660372E+04  1.440247E+03  3.529340E+03  2.075466E+02  3.595377E+02  5.822834E+02  2.134690E+03  1.598528E+02  8.647773E+01  5.528285E+03  6.446522E+01
9.226326E+00  9.785148E+03  1.629492E+04  1.439730E+03  3.488440E+03  1.854082E+02  3.534023E+02  5.767117E+02  2.083025E+03  1.516045E+02  7.938748E+01  5.309230E+03  6.709523E+01
