# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  S32  S34  Ca40  Ca44
2.786306E-01  3.874972E+05  4.346793E+04  1.848617E+03  0.000000E+00  6.427758E+03  2.204772E+02
2.851207E-01  3.717820E+05  4.271051E+04  2.436339E+03  0.000000E+00  5.618495E+03  2.320323E+02
2.917620E-01  3.653437E+05  4.123621E+04  2.008362E+03  0.000000E+00  5.701157E+03  2.429470E+02
2.985580E-01  3.621557E+05  4.153213E+04  1.899335E+03  0.000000E+00  5.555555E+03  1.899335E+02
3.055124E-01  3.521951E+05  4.210256E+04  1.469413E+03  0.000000E+00  5.413628E+03  2.938826E+02
3.126287E-01  3.453421E+05  3.987449E+04  1.904543E+03  0.000000E+00  5.607822E+03  2.116159E+02
3.199107E-01  3.374221E+05  3.806578E+04  2.053218E+03  0.000000E+00  5.878999E+03  1.329422E+02
3.273624E-01  3.336678E+05  3.825306E+04  1.804390E+03  0.000000E+00  4.922375E+03  2.598321E+02
3.349876E-01  3.228280E+05  3.961115E+04  1.636358E+03  0.000000E+00  5.219418E+03  1.692784E+02
3.427905E-01  3.142802E+05  3.593862E+04  1.778321E+03  0.000000E+00  5.210893E+03  1.378543E+02
3.507751E-01  3.108445E+05  3.675062E+04  1.778256E+03  0.000000E+00  5.146165E+03  1.616596E+02
3.589457E-01  2.983449E+05  3.571660E+04  1.448148E+03  0.000000E+00  5.700438E+03  1.974748E+02
3.673066E-01  2.992343E+05  3.495505E+04  1.595299E+03  0.000000E+00  4.811627E+03  1.415184E+02
3.758623E-01  2.855583E+05  3.516518E+04  1.408116E+03  0.000000E+00  4.865543E+03  1.508695E+02
3.846173E-01  2.788125E+05  3.414357E+04  1.879801E+03  0.000000E+00  4.803935E+03  1.965804E+02
3.935762E-01  2.756357E+05  3.285008E+04  1.236681E+03  0.000000E+00  4.514485E+03  2.281256E+02
4.027437E-01  2.680239E+05  3.299405E+04  1.220264E+03  0.000000E+00  4.622922E+03  1.877329E+02
4.121248E-01  2.603062E+05  3.267873E+04  1.490609E+03  0.000000E+00  4.529158E+03  1.261284E+02
4.217245E-01  2.571374E+05  3.110569E+04  1.658372E+03  0.000000E+00  4.257983E+03  1.344626E+02
4.315477E-01  2.508571E+05  3.174450E+04  1.346869E+03  0.000000E+00  4.204860E+03  1.752025E+02
4.415997E-01  2.478543E+05  3.012304E+04  1.423220E+03  0.000000E+00  4.387369E+03  1.177099E+02
4.518859E-01  2.393785E+05  2.951055E+04  1.422195E+03  0.000000E+00  3.931952E+03  1.673171E+02
4.624117E-01  2.344712E+05  2.987096E+04  1.318287E+03  0.000000E+00  4.159247E+03  1.430699E+02
4.731826E-01  2.289642E+05  3.005985E+04  1.418106E+03  0.000000E+00  3.715038E+03  1.797599E+02
4.842045E-01  2.227764E+05  2.923898E+04  1.532216E+03  0.000000E+00  3.757345E+03  2.049461E+02
4.954830E-01  2.197654E+05  2.825869E+04  1.392429E+03  0.000000E+00  3.853024E+03  1.621322E+02
5.070243E-01  2.129269E+05  2.809077E+04  1.090451E+03  0.000000E+00  4.203363E+03  1.677617E+02
5.188344E-01  2.087267E+05  2.813444E+04  1.366192E+03  0.000000E+00  3.697825E+03  1.184033E+02
5.309196E-01  2.036017E+05  2.682647E+04  1.308391E+03  0.000000E+00  3.702659E+03  1.068075E+02
5.432863E-01  2.005067E+05  2.578093E+04  1.391683E+03  0.000000E+00  3.644470E+03  1.826584E+02
5.559411E-01  1.948716E+05  2.566158E+04  1.147504E+03  0.000000E+00  3.748512E+03  1.530005E+02
5.688906E-01  1.871298E+05  2.569214E+04  1.196142E+03  0.000000E+00  3.563507E+03  1.495178E+02
5.821418E-01  1.865799E+05  2.441733E+04  1.030918E+03  0.000000E+00  3.466157E+03  1.461143E+02
5.957016E-01  1.803576E+05  2.525768E+04  9.915859E+02  0.000000E+00  3.815623E+03  1.110576E+02
6.095773E-01  1.752056E+05  2.449669E+04  1.170570E+03  0.000000E+00  3.372171E+03  1.240339E+02
6.237762E-01  1.729447E+05  2.360575E+04  1.030289E+03  0.000000E+00  3.621164E+03  1.212105E+02
6.383058E-01  1.678827E+05  2.349780E+04  1.051256E+03  0.000000E+00  3.146366E+03  1.332579E+02
6.531738E-01  1.660291E+05  2.329572E+04  1.099674E+03  0.000000E+00  3.349665E+03  7.958167E+01
6.683882E-01  1.637486E+05  2.271596E+04  9.685921E+02  0.000000E+00  3.591568E+03  1.272603E+02
6.839570E-01  1.587569E+05  2.205379E+04  8.981806E+02  0.000000E+00  3.095269E+03  9.672715E+01
6.998884E-01  1.534349E+05  2.257131E+04  1.006020E+03  0.000000E+00  3.281381E+03  1.012772E+02
7.161909E-01  1.508595E+05  2.134492E+04  9.369333E+02  0.000000E+00  3.041734E+03  8.577559E+01
7.328731E-01  1.477608E+05  2.110408E+04  8.962623E+02  0.000000E+00  3.043423E+03  1.483024E+02
7.499439E-01  1.422486E+05  2.093875E+04  1.008185E+03  0.000000E+00  3.030857E+03  6.931273E+01
7.674123E-01  1.400944E+05  2.060991E+04  9.421320E+02  0.000000E+00  2.869500E+03  9.852361E+01
7.852877E-01  1.379345E+05  1.991812E+04  8.605109E+02  0.000000E+00  2.828253E+03  1.624741E+02
8.035794E-01  1.347065E+05  1.932359E+04  9.350126E+02  0.000000E+00  2.781515E+03  8.232815E+01
8.222971E-01  1.288301E+05  1.927451E+04  1.109118E+03  0.000000E+00  2.936576E+03  1.436681E+02
8.414509E-01  1.281720E+05  1.958269E+04  1.055792E+03  0.000000E+00  2.661943E+03  1.235501E+02
8.610508E-01  1.252160E+05  1.802834E+04  9.384615E+02  0.000000E+00  2.809896E+03  7.683310E+01
8.811073E-01  1.217168E+05  1.791830E+04  8.473785E+02  0.000000E+00  2.547499E+03  1.179894E+02
9.016309E-01  1.201831E+05  1.853244E+04  8.542952E+02  0.000000E+00  2.489510E+03  7.861612E+01
9.226326E-01  1.175857E+05  1.815156E+04  8.450926E+02  0.000000E+00  2.750392E+03  8.194837E+01
9.441234E-01  1.134326E+05  1.818885E+04  8.058352E+02  0.000000E+00  2.772874E+03  1.451504E+02
9.661149E-01  1.119657E+05  1.744222E+04  7.434708E+02  0.000000E+00  2.528779E+03  1.076076E+02
9.886186E-01  1.085567E+05  1.716946E+04  7.695666E+02  0.000000E+00  2.150963E+03  6.691884E+01
1.011646E+00  1.056092E+05  1.673660E+04  7.380358E+02  0.000000E+00  2.475690E+03  1.261200E+02
1.035211E+00  1.040269E+05  1.700382E+04  7.531895E+02  0.000000E+00  2.396512E+03  8.673092E+01
1.059324E+00  1.018775E+05  1.646956E+04  7.182013E+02  0.000000E+00  2.493631E+03  1.204437E+02
1.083999E+00  9.986367E+04  1.592901E+04  7.062124E+02  0.000000E+00  2.201465E+03  8.718672E+01
1.109248E+00  9.726247E+04  1.566441E+04  8.094200E+02  0.000000E+00  2.245076E+03  6.390158E+01
1.135086E+00  9.480288E+04  1.488737E+04  6.036544E+02  0.000000E+00  2.110709E+03  7.077327E+01
1.161526E+00  9.278729E+04  1.515467E+04  6.183921E+02  0.000000E+00  2.058595E+03  1.301878E+02
1.188581E+00  8.984824E+04  1.468646E+04  7.712978E+02  0.000000E+00  2.095226E+03  8.746676E+01
1.216267E+00  8.866557E+04  1.449980E+04  6.527241E+02  0.000000E+00  1.794991E+03  6.216420E+01
1.244597E+00  8.688270E+04  1.453803E+04  6.036948E+02  0.000000E+00  1.871834E+03  8.732693E+01
1.273587E+00  8.445234E+04  1.440376E+04  7.198169E+02  0.000000E+00  1.951669E+03  6.678714E+01
1.303253E+00  8.277653E+04  1.374956E+04  6.417910E+02  0.000000E+00  1.914495E+03  6.889282E+01
1.333610E+00  8.025804E+04  1.345075E+04  5.952914E+02  0.000000E+00  1.973675E+03  6.732462E+01
1.364674E+00  7.872894E+04  1.365706E+04  5.990546E+02  0.000000E+00  1.779850E+03  8.656859E+01
1.396461E+00  7.672705E+04  1.300441E+04  6.023381E+02  0.000000E+00  1.817166E+03  5.414275E+01
1.428989E+00  7.602881E+04  1.283406E+04  6.117755E+02  0.000000E+00  1.676596E+03  5.952410E+01
1.462274E+00  7.373265E+04  1.256777E+04  6.043130E+02  0.000000E+00  1.858182E+03  6.463241E+01
1.496335E+00  7.232273E+04  1.228801E+04  5.842410E+02  0.000000E+00  1.683246E+03  6.947731E+01
1.531189E+00  7.056227E+04  1.264405E+04  5.709421E+02  0.000000E+00  1.793067E+03  6.789582E+01
1.566855E+00  6.876004E+04  1.205465E+04  5.308026E+02  0.000000E+00  1.740188E+03  5.730255E+01
1.603352E+00  6.761044E+04  1.167709E+04  5.835600E+02  0.000000E+00  1.600369E+03  5.894546E+01
1.640699E+00  6.536579E+04  1.180300E+04  5.587558E+02  0.000000E+00  1.722350E+03  4.320277E+01
1.678915E+00  6.379345E+04  1.148929E+04  5.122615E+02  0.000000E+00  1.553672E+03  6.473634E+01
1.718022E+00  6.298221E+04  1.132679E+04  5.336077E+02  0.000000E+00  1.622827E+03  7.151443E+01
1.758040E+00  6.160769E+04  1.104477E+04  4.461988E+02  0.000000E+00  1.583199E+03  5.913478E+01
1.798990E+00  5.977717E+04  1.092469E+04  5.017111E+02  0.000000E+00  1.460478E+03  4.728167E+01
1.840894E+00  5.788511E+04  1.033461E+04  4.466523E+02  0.000000E+00  1.411832E+03  4.363844E+01
1.883774E+00  5.781172E+04  1.049571E+04  4.816389E+02  0.000000E+00  1.555292E+03  5.267926E+01
1.927653E+00  5.654479E+04  1.026661E+04  4.290011E+02  0.000000E+00  1.350741E+03  4.657726E+01
1.972553E+00  5.430182E+04  9.934691E+03  4.503791E+02  0.000000E+00  1.382280E+03  6.228647E+01
2.018500E+00  5.303064E+04  9.970753E+03  4.565149E+02  0.000000E+00  1.355498E+03  4.916314E+01
2.065517E+00  5.207289E+04  9.791835E+03  5.124699E+02  0.000000E+00  1.267448E+03  3.889280E+01
2.113629E+00  5.097923E+04  9.407973E+03  4.560900E+02  0.000000E+00  1.303434E+03  4.695044E+01
2.162862E+00  4.996737E+04  9.471297E+03  4.216748E+02  0.000000E+00  1.262840E+03  3.495750E+01
2.213241E+00  4.870827E+04  9.494836E+03  4.569136E+02  0.000000E+00  1.345120E+03  6.405331E+01
2.264794E+00  4.658758E+04  9.307918E+03  4.319074E+02  0.000000E+00  1.258165E+03  3.755717E+01
2.317548E+00  4.674033E+04  8.998172E+03  3.792567E+02  0.000000E+00  1.219331E+03  4.078029E+01
2.371531E+00  4.589359E+04  8.733570E+03  4.323944E+02  0.000000E+00  1.247368E+03  4.582982E+01
2.426771E+00  4.398240E+04  8.643815E+03  3.972377E+02  0.000000E+00  1.104087E+03  3.894488E+01
2.483298E+00  4.310873E+04  8.565039E+03  3.672634E+02  0.000000E+00  1.160781E+03  3.805838E+01
2.541141E+00  4.234875E+04  8.139484E+03  4.146916E+02  0.000000E+00  1.123200E+03  3.347286E+01
2.600332E+00  4.109764E+04  8.161376E+03  3.761757E+02  0.000000E+00  1.092181E+03  4.179729E+01
2.660901E+00  4.014972E+04  8.224228E+03  3.427501E+02  0.000000E+00  1.136581E+03  4.084587E+01
2.722882E+00  3.955860E+04  7.757609E+03  3.158579E+02  0.000000E+00  1.074264E+03  2.603224E+01
2.786306E+00  3.842409E+04  7.801501E+03  3.154520E+02  0.000000E+00  1.059987E+03  4.070348E+01
2.851207E+00  3.786269E+04  7.506244E+03  3.712516E+02  0.000000E+00  1.009340E+03  3.149009E+01
2.917620E+00  3.657972E+04  7.625298E+03  3.498437E+02  0.000000E+00  1.036574E+03  4.373047E+01
2.985580E+00  3.591168E+04  7.378917E+03  3.292181E+02  0.000000E+00  1.036720E+03  5.064893E+01
3.055124E+00  3.509113E+04  7.172283E+03  3.542059E+02  0.000000E+00  9.790932E+02  4.330902E+01
3.126287E+00  3.441933E+04  6.892633E+03  2.766123E+02  0.000000E+00  9.507602E+02  4.534627E+01
3.199107E+00  3.357972E+04  6.859817E+03  3.028128E+02  0.000000E+00  9.970665E+02  4.135979E+01
3.273624E+00  3.273307E+04  6.937518E+03  3.016940E+02  0.000000E+00  9.079689E+02  4.186184E+01
3.349876E+00  3.205851E+04  6.759851E+03  3.018798E+02  0.000000E+00  8.562667E+02  2.821307E+01
3.427905E+00  3.146938E+04  6.563244E+03  3.184434E+02  0.000000E+00  8.836461E+02  4.687046E+01
3.507751E+00  3.049170E+04  6.407110E+03  2.909873E+02  0.000000E+00  8.554489E+02  2.829044E+01
3.589457E+00  2.987925E+04  6.312610E+03  2.843637E+02  0.000000E+00  8.478250E+02  2.632997E+01
3.673066E+00  2.941010E+04  6.210086E+03  2.740312E+02  0.000000E+00  8.375318E+02  3.087675E+01
3.758623E+00  2.837479E+04  5.990778E+03  3.017391E+02  0.000000E+00  8.008658E+02  2.765942E+01
3.846173E+00  2.789722E+04  5.765950E+03  2.641550E+02  0.000000E+00  7.580634E+02  3.071570E+01
3.935762E+00  2.712173E+04  5.831610E+03  2.353295E+02  0.000000E+00  7.720249E+02  2.641454E+01
4.027437E+00  2.668505E+04  5.650759E+03  2.581327E+02  0.000000E+00  7.309849E+02  1.877329E+01
4.121248E+00  2.592742E+04  5.645968E+03  2.774826E+02  0.000000E+00  7.315450E+02  2.522569E+01
4.217245E+00  2.555798E+04  5.435652E+03  2.476353E+02  0.000000E+00  7.025672E+02  3.249513E+01
4.315477E+00  2.459953E+04  5.256075E+03  2.419985E+02  0.000000E+00  7.019051E+02  2.299533E+01
4.415997E+00  2.426215E+04  5.303366E+03  2.557515E+02  0.000000E+00  6.944885E+02  3.531297E+01
4.518859E+00  2.377471E+04  5.257940E+03  2.331982E+02  0.000000E+00  6.870458E+02  2.196037E+01
4.624117E+00  2.305470E+04  5.160737E+03  2.197145E+02  0.000000E+00  6.356393E+02  2.350435E+01
4.731826E+00  2.278257E+04  4.875488E+03  2.057252E+02  0.000000E+00  6.800917E+02  1.897466E+01
4.842045E+00  2.196241E+04  5.039722E+03  2.088498E+02  0.000000E+00  6.470441E+02  3.122988E+01
4.954830E+00  2.151208E+04  4.722815E+03  2.164942E+02  0.000000E+00  6.313618E+02  2.288925E+01
5.070243E+00  2.093573E+04  4.748588E+03  1.919940E+02  0.000000E+00  6.095342E+02  2.609627E+01
5.188344E+00  2.055390E+04  4.622281E+03  1.903560E+02  0.000000E+00  6.074998E+02  2.459145E+01
5.309196E+00  2.016703E+04  4.557118E+03  2.251857E+02  0.000000E+00  5.847708E+02  1.513106E+01
5.432863E+00  1.955663E+04  4.486438E+03  1.765698E+02  0.000000E+00  5.723296E+02  2.609406E+01
5.559411E+00  1.930101E+04  4.301014E+03  1.751006E+02  0.000000E+00  5.873519E+02  2.550008E+01
5.688906E+00  1.886582E+04  4.173207E+03  1.902198E+02  0.000000E+00  5.523851E+02  1.827440E+01
5.821418E+00  1.840310E+04  4.170753E+03  1.826429E+02  0.000000E+00  5.243881E+02  2.841112E+01
5.957016E+00  1.795008E+04  4.180526E+03  1.721393E+02  0.000000E+00  5.211776E+02  1.665864E+01
6.095773E+00  1.740350E+04  4.069862E+03  1.666705E+02  0.000000E+00  5.209423E+02  1.705466E+01
6.237762E+00  1.715432E+04  3.978735E+03  1.749977E+02  0.000000E+00  4.712059E+02  1.666645E+01
6.383058E+00  1.677939E+04  3.953317E+03  1.510256E+02  0.000000E+00  4.797283E+02  1.554675E+01
6.531738E+00  1.667308E+04  3.851753E+03  1.700154E+02  0.000000E+00  4.760431E+02  2.532144E+01
6.683882E+00  1.590541E+04  3.662975E+03  1.696804E+02  0.000000E+00  4.673280E+02  1.908904E+01
6.839570E+00  1.565114E+04  3.697050E+03  1.561453E+02  0.000000E+00  4.684358E+02  1.796361E+01
6.998884E+00  1.531784E+04  3.561581E+03  1.424632E+02  0.000000E+00  4.267145E+02  1.755471E+01
7.161909E+00  1.486623E+04  3.516799E+03  1.543961E+02  0.000000E+00  4.229396E+02  1.715512E+01
7.328731E+00  1.462842E+04  3.458670E+03  1.605535E+02  0.000000E+00  4.345905E+02  1.998858E+01
7.499439E+00  1.412089E+04  3.376160E+03  1.424062E+02  0.000000E+00  3.850007E+02  1.260232E+01
7.674123E+00  1.383949E+04  3.237116E+03  1.527116E+02  0.000000E+00  4.088730E+02  1.539431E+01
7.852877E+00  1.361774E+04  3.221199E+03  1.101213E+02  0.000000E+00  3.971589E+02  1.022985E+01
8.035794E+00  1.332775E+04  3.141407E+03  1.346653E+02  0.000000E+00  3.863543E+02  1.646563E+01
8.222971E+00  1.290772E+04  3.182536E+03  1.166585E+02  0.000000E+00  3.723877E+02  1.149345E+01
8.414509E+00  1.259031E+04  2.938245E+03  1.229885E+02  0.000000E+00  3.745814E+02  1.572456E+01
8.610508E+00  1.239208E+04  3.025029E+03  1.212865E+02  0.000000E+00  3.989833E+02  1.372020E+01
8.811073E+00  1.216417E+04  2.908975E+03  1.244252E+02  0.000000E+00  3.502140E+02  1.287157E+01
9.016309E+00  1.178770E+04  2.820222E+03  1.210688E+02  0.000000E+00  3.422422E+02  1.362679E+01
9.226326E+00  1.157982E+04  2.810829E+03  1.188251E+02  0.000000E+00  3.549389E+02  1.178008E+01
9.441234E+00  1.123865E+04  2.773374E+03  1.106146E+02  0.000000E+00  3.593725E+02  1.501556E+01
9.661149E+00  1.104837E+04  2.717092E+03  1.237488E+02  0.000000E+00  3.394531E+02  1.320639E+01
9.886186E+00  1.081265E+04  2.634212E+03  1.046802E+02  0.000000E+00  3.317262E+02  1.386176E+01
1.011646E+01  1.049973E+04  2.620961E+03  1.022974E+02  0.000000E+00  3.153001E+02  1.634889E+01
1.035211E+01  1.028948E+04  2.509719E+03  1.195974E+02  0.000000E+00  3.240997E+02  1.141196E+01
1.059324E+01  1.001601E+04  2.423595E+03  9.590888E+01  0.000000E+00  3.301050E+02  1.293655E+01
1.083999E+01  9.776247E+03  2.415508E+03  1.046241E+02  0.000000E+00  3.112566E+02  1.177021E+01
1.109248E+01  9.625708E+03  2.390345E+03  9.542636E+01  0.000000E+00  2.820190E+02  7.242179E+00
1.135086E+01  9.358724E+03  2.310955E+03  9.034000E+01  0.000000E+00  2.835094E+02  6.244700E+00
1.161526E+01  9.172138E+03  2.266488E+03  8.665626E+01  0.000000E+00  2.693260E+02  8.136738E+00
1.188581E+01  8.978860E+03  2.257437E+03  1.061528E+02  0.000000E+00  2.604124E+02  7.951523E+00
1.216267E+01  8.826150E+03  2.145053E+03  9.635450E+01  0.000000E+00  2.770192E+02  1.243284E+01
1.244597E+01  8.599044E+03  2.184312E+03  7.935360E+01  0.000000E+00  2.414779E+02  1.025142E+01
1.273587E+01  8.282347E+03  2.058899E+03  8.979160E+01  0.000000E+00  2.537911E+02  1.224431E+01
1.303253E+01  8.187005E+03  2.023636E+03  7.940804E+01  0.000000E+00  2.708575E+02  9.790032E+00
1.333610E+01  7.910643E+03  2.015487E+03  8.185257E+01  0.000000E+00  2.466207E+02  1.027586E+01
1.364674E+01  7.793251E+03  1.948140E+03  8.068193E+01  0.000000E+00  2.361591E+02  5.886664E+00
1.396461E+01  7.691993E+03  1.931204E+03  8.290609E+01  0.000000E+00  2.307835E+02  6.091060E+00
1.428989E+01  7.372391E+03  1.882615E+03  6.977547E+01  0.000000E+00  2.166016E+02  7.936547E+00
1.462274E+01  7.260805E+03  1.813585E+03  8.079051E+01  0.000000E+00  2.071469E+02  9.048537E+00
1.496335E+01  7.098055E+03  1.791567E+03  7.579343E+01  0.000000E+00  2.425390E+02  6.000313E+00
1.531189E+01  6.914263E+03  1.706345E+03  6.851305E+01  0.000000E+00  2.172666E+02  8.641286E+00
1.566855E+01  6.762606E+03  1.717267E+03  6.936624E+01  0.000000E+00  2.050828E+02  7.539809E+00
1.603352E+01  6.592165E+03  1.613632E+03  6.631364E+01  0.000000E+00  2.018882E+02  6.484000E+00
1.640699E+01  6.531107E+03  1.625000E+03  7.027651E+01  0.000000E+00  2.076613E+02  6.624425E+00
1.678915E+01  6.313201E+03  1.633045E+03  6.642512E+01  0.000000E+00  1.981495E+02  6.473634E+00
1.718022E+01  6.170045E+03  1.624753E+03  6.078727E+01  0.000000E+00  1.939141E+02  7.426499E+00
1.758040E+01  6.036318E+03  1.542611E+03  5.940358E+01  0.000000E+00  1.868122E+02  6.451067E+00
1.798990E+01  5.922818E+03  1.527986E+03  6.698237E+01  0.000000E+00  1.683753E+02  4.990843E+00
1.840894E+01  5.718433E+03  1.449823E+03  5.698667E+01  0.000000E+00  1.689064E+02  6.417418E+00
1.883774E+01  5.640945E+03  1.429615E+03  6.095742E+01  0.000000E+00  1.643091E+02  7.525608E+00
1.927653E+01  5.488027E+03  1.416194E+03  6.055044E+01  0.000000E+00  1.733164E+02  6.373730E+00
1.972553E+01  5.371010E+03  1.417017E+03  5.462044E+01  0.000000E+00  1.681735E+02  6.707773E+00
2.018500E+01  5.277312E+03  1.353859E+03  5.197246E+01  0.000000E+00  1.493623E+02  6.320975E+00
2.065517E+01  5.159702E+03  1.305883E+03  5.284846E+01  0.000000E+00  1.548849E+02  7.092217E+00
2.113629E+01  4.999104E+03  1.310588E+03  4.762116E+01  0.000000E+00  1.522536E+02  7.154352E+00
2.162862E+01  4.822605E+03  1.238588E+03  4.391535E+01  0.000000E+00  1.428888E+02  4.151203E+00
2.213241E+01  4.813606E+03  1.216372E+03  5.145616E+01  0.000000E+00  1.522334E+02  5.337776E+00
2.264794E+01  4.679206E+03  1.227285E+03  4.652916E+01  0.000000E+00  1.412567E+02  5.216273E+00
2.317548E+01  4.582278E+03  1.197717E+03  4.648953E+01  0.000000E+00  1.445661E+02  7.340453E+00
2.371531E+01  4.462231E+03  1.145746E+03  4.582982E+01  0.000000E+00  1.386850E+02  4.782242E+00
2.426771E+01  4.350532E+03  1.126870E+03  4.420244E+01  0.000000E+00  1.306601E+02  4.868110E+00
2.483298E+01  4.289751E+03  1.097413E+03  4.319626E+01  0.000000E+00  1.368199E+02  4.376714E+00
2.541141E+01  4.182434E+03  1.082289E+03  4.072532E+01  0.000000E+00  1.216181E+02  5.206890E+00
2.600332E+01  4.111763E+03  1.028395E+03  4.306939E+01  0.000000E+00  1.293899E+02  6.542185E+00
2.660901E+01  4.000409E+03  1.039261E+03  3.835960E+01  0.000000E+00  1.252015E+02  4.617359E+00
2.722882E+01  3.904142E+03  1.027059E+03  3.696579E+01  0.000000E+00  1.183599E+02  4.338707E+00
2.786306E+01  3.803232E+03  9.721349E+02  4.070348E+01  0.000000E+00  1.185489E+02  3.731153E+00
2.851207E+01  3.721632E+03  9.611108E+02  3.646221E+01  0.000000E+00  1.082265E+02  5.635069E+00
2.917620E+01  3.635945E+03  9.384234E+02  3.822367E+01  0.000000E+00  1.057629E+02  3.887153E+00
2.985580E+01  3.561728E+03  9.358974E+02  3.893637E+01  0.000000E+00  1.043052E+02  3.482114E+00
3.055124E+01  3.449873E+03  8.955687E+02  3.681267E+01  0.000000E+00  1.056431E+02  3.712202E+00
3.126287E+01  3.370891E+03  8.593119E+02  3.597471E+01  0.000000E+00  1.071684E+02  4.383473E+00
3.199107E+01  3.283081E+03  8.591020E+02  3.397412E+01  0.000000E+00  9.571838E+01  3.397412E+00
3.273624E+01  3.213690E+03  8.404126E+02  3.233466E+01  0.000000E+00  9.657094E+01  3.320077E+00
3.349876E+01  3.129676E+03  8.146524E+02  2.849520E+01  0.000000E+00  9.253887E+01  4.231960E+00
3.427905E+01  3.059814E+03  8.001064E+02  3.432572E+01  0.000000E+00  9.553303E+01  2.343523E+00
3.507751E+01  3.014817E+03  7.827021E+02  3.300551E+01  0.000000E+00  9.025996E+01  3.772058E+00
3.589457E+01  2.991348E+03  7.646223E+02  3.041111E+01  0.000000E+00  8.241280E+01  3.686196E+00
3.673066E+01  2.859444E+03  7.587961E+02  3.100540E+01  0.000000E+00  8.658355E+01  3.216328E+00
3.758623E+01  2.816483E+03  7.289514E+02  2.916811E+01  0.000000E+00  8.322970E+01  3.268840E+00
3.846173E+01  2.744140E+03  7.140785E+02  2.973279E+01  0.000000E+00  8.133516E+01  2.457256E+00
3.935762E+01  2.712653E+03  7.023866E+02  2.773526E+01  0.000000E+00  7.528143E+01  2.401322E+00
4.027437E+01  2.605146E+03  6.880410E+02  2.487461E+01  0.000000E+00  7.720514E+01  2.111995E+00
4.121248E+01  2.596985E+03  6.712326E+02  2.430839E+01  0.000000E+00  7.797031E+01  2.178582E+00
4.217245E+01  2.524424E+03  6.547209E+02  2.946973E+01  0.000000E+00  7.686780E+01  2.689252E+00
4.315477E+01  2.467180E+03  6.299625E+02  2.551387E+01  0.000000E+00  7.227104E+01  2.518536E+00
4.415997E+01  2.376028E+03  6.281429E+02  2.429104E+01  0.000000E+00  6.613157E+01  3.424288E+00
4.518859E+01  2.320479E+03  6.135309E+02  2.562043E+01  0.000000E+00  6.588111E+01  3.764635E+00
4.624117E+01  2.291469E+03  5.863823E+02  2.401531E+01  0.000000E+00  6.816260E+01  2.554820E+00
4.731826E+01  2.227026E+03  5.715366E+02  2.266972E+01  0.000000E+00  6.511303E+01  1.398133E+00
4.842045E+01  2.183652E+03  5.717996E+02  2.147054E+01  0.000000E+00  6.245976E+01  2.147054E+00
4.954830E+01  2.135186E+03  5.572579E+02  2.489206E+01  0.000000E+00  5.903519E+01  2.193553E+00
5.070243E+01  2.049116E+03  5.504448E+02  1.891979E+01  0.000000E+00  5.927580E+01  2.516426E+00
5.188344E+01  2.030434E+03  5.249819E+02  1.848913E+01  0.000000E+00  5.819976E+01  2.094827E+00
5.309196E+01  1.986797E+03  5.264718E+02  2.234056E+01  0.000000E+00  5.616292E+01  1.958137E+00
5.432863E+01  1.926611E+03  5.055288E+02  1.974450E+01  0.000000E+00  5.566732E+01  1.826584E+00
5.559411E+01  1.888961E+03  4.908766E+02  1.861506E+01  0.000000E+00  5.159517E+01  1.190004E+00
5.688906E+01  1.845548E+03  4.686552E+02  1.976957E+01  0.000000E+00  5.498932E+01  2.325832E+00
5.821418E+01  1.805162E+03  4.622084E+02  1.793959E+01  0.000000E+00  4.862361E+01  1.948191E+00
5.957016E+01  1.754790E+03  4.627930E+02  1.729326E+01  0.000000E+00  5.037256E+01  2.062499E+00
6.095773E+01  1.718567E+03  4.440413E+02  1.775235E+01  0.000000E+00  4.845073E+01  1.395381E+00
6.237762E+01  1.678690E+03  4.381760E+02  1.583312E+01  0.000000E+00  4.651454E+01  1.060592E+00
6.383058E+01  1.639294E+03  4.267213E+02  1.673127E+01  0.000000E+00  4.330881E+01  2.369029E+00
6.531738E+01  1.620283E+03  4.053601E+02  1.642276E+01  0.000000E+00  4.789369E+01  1.663980E+00
6.683882E+01  1.578027E+03  3.989609E+02  1.534193E+01  0.000000E+00  4.220799E+01  1.484703E+00
6.839570E+01  1.521449E+03  3.938177E+02  1.741089E+01  0.000000E+00  4.173085E+01  1.312726E+00
6.998884E+01  1.490530E+03  3.921452E+02  1.363866E+01  0.000000E+00  3.605468E+01  1.417881E+00
7.161909E+01  1.469996E+03  3.710124E+02  1.339419E+01  0.000000E+00  3.833509E+01  1.649530E+00
7.328731E+01  1.442853E+03  3.650818E+02  1.263794E+01  0.000000E+00  3.765591E+01  1.096148E+00
7.499439E+01  1.391737E+03  3.543141E+02  1.455567E+01  0.000000E+00  3.585359E+01  1.512278E+00
7.674123E+01  1.365168E+03  3.502514E+02  1.034498E+01  0.000000E+00  3.368276E+01  1.416277E+00
7.852877E+01  1.331987E+03  3.438433E+02  1.131301E+01  0.000000E+00  3.393903E+01  1.203512E+00
8.035794E+01  1.318779E+03  3.249610E+02  1.211400E+01  0.000000E+00  3.293126E+01  1.117311E+00
8.222971E+01  1.273819E+03  3.213568E+02  1.143598E+01  0.000000E+00  3.120471E+01  1.206812E+00
8.414509E+01  1.244037E+03  3.189277E+02  1.151262E+01  0.000000E+00  3.055056E+01  7.300686E-01
