# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  S32  S34  Ca40  Ca44
8.610508E+01  1.212371E+03  3.048628E+02  1.108592E+01  0.000000E+00  3.106253E+01  1.207377E+00
8.811073E+01  1.167720E+03  3.021065E+02  1.153078E+01  0.000000E+00  2.885377E+01  9.653679E-01
9.016309E+01  1.149682E+03  2.919279E+02  1.037733E+01  0.000000E+00  2.866868E+01  9.958042E-01
9.226326E+01  1.127968E+03  2.858974E+02  1.055085E+01  0.000000E+00  2.704296E+01  1.126790E+00
9.441234E+01  1.106897E+03  2.853958E+02  1.021058E+01  0.000000E+00  2.657754E+01  9.509856E-01
9.661149E+01  1.074511E+03  2.727853E+02  9.048822E+00  0.000000E+00  2.778233E+01  8.804260E-01
9.886186E+01  1.057700E+03  2.643772E+02  9.081842E+00  0.000000E+00  2.542916E+01  8.125859E-01
1.011646E+02  1.027365E+03  2.621896E+02  9.669203E+00  0.000000E+00  2.330885E+01  1.074356E+00
1.035211E+02  1.003568E+03  2.493286E+02  9.175218E+00  0.000000E+00  2.113496E+01  8.216613E-01
1.059324E+02  9.816608E+02  2.436978E+02  7.806536E+00  0.000000E+00  2.123378E+01  6.691317E-01
1.083999E+02  9.680777E+02  2.402866E+02  7.105718E+00  0.000000E+00  2.253777E+01  6.974938E-01
1.109248E+02  9.397792E+02  2.337946E+02  8.222003E+00  0.000000E+00  2.104492E+01  5.112126E-01
1.135086E+02  9.098945E+02  2.257667E+02  7.743428E+00  0.000000E+00  2.131524E+01  7.909954E-01
1.161526E+02  8.895082E+02  2.230280E+02  7.607850E+00  0.000000E+00  1.891792E+01  3.254695E-01
1.188581E+02  8.776096E+02  2.162019E+02  7.196129E+00  0.000000E+00  1.749335E+01  5.168490E-01
1.216267E+02  8.538641E+02  2.088328E+02  7.265440E+00  0.000000E+00  1.930975E+01  6.216420E-01
1.244597E+02  8.261127E+02  2.049145E+02  7.517709E+00  0.000000E+00  1.875631E+01  4.935870E-01
1.273587E+02  8.130221E+02  1.995080E+02  6.715818E+00  0.000000E+00  1.688230E+01  4.081436E-01
1.303253E+02  7.869735E+02  1.896728E+02  7.469432E+00  0.000000E+00  1.555527E+01  6.164094E-01
1.333610E+02  7.772451E+02  1.886861E+02  5.952914E+00  0.000000E+00  1.665399E+01  2.126041E-01
1.364674E+02  7.576137E+02  1.832138E+02  6.129056E+00  0.000000E+00  1.589399E+01  6.232939E-01
1.396461E+02  7.370520E+02  1.781297E+02  5.245079E+00  0.000000E+00  1.333265E+01  4.737491E-01
1.428989E+02  7.206054E+02  1.694783E+02  5.687859E+00  0.000000E+00  1.302916E+01  4.960342E-01
1.462274E+02  7.106333E+02  1.647157E+02  5.041328E+00  0.000000E+00  1.386365E+01  4.847431E-01
1.496335E+02  6.993839E+02  1.626401E+02  5.052896E+00  0.000000E+00  1.288488E+01  4.737090E-01
1.531189E+02  6.743598E+02  1.590922E+02  4.598399E+00  0.000000E+00  1.203608E+01  2.777556E-01
1.566855E+02  6.556316E+02  1.498914E+02  4.765159E+00  0.000000E+00  1.266688E+01  4.523885E-01
1.603352E+02  6.494021E+02  1.477468E+02  4.361964E+00  0.000000E+00  1.246696E+01  2.357818E-01
1.640699E+02  6.253745E+02  1.452477E+02  4.349079E+00  0.000000E+00  1.065668E+01  4.032259E-01
1.678915E+02  6.098445E+02  1.393239E+02  4.137497E+00  0.000000E+00  1.007635E+01  3.940473E-01
1.718022E+02  6.011063E+02  1.350523E+02  3.685744E+00  0.000000E+00  1.001202E+01  3.575722E-01
1.758040E+02  5.879879E+02  1.335102E+02  4.005038E+00  0.000000E+00  9.730360E+00  4.031917E-01
1.798990E+02  5.724497E+02  1.294730E+02  3.441055E+00  0.000000E+00  8.668307E+00  2.364084E-01
1.840894E+02  5.542853E+02  1.244209E+02  3.234379E+00  0.000000E+00  8.419653E+00  2.310271E-01
1.883774E+02  5.411916E+02  1.196572E+02  3.361438E+00  0.000000E+00  8.052401E+00  2.759390E-01
1.927653E+02  5.357120E+02  1.180366E+02  3.505552E+00  0.000000E+00  8.114249E+00  1.961148E-01
1.972553E+02  5.159236E+02  1.140801E+02  3.186192E+00  0.000000E+00  7.426463E+00  1.197817E-01
2.018500E+02  5.022366E+02  1.094465E+02  3.277543E+00  0.000000E+00  7.070128E+00  1.872882E-01
2.065517E+02  4.989032E+02  1.074128E+02  3.294449E+00  0.000000E+00  6.932070E+00  1.372687E-01
2.113629E+02  4.832318E+02  1.033133E+02  2.325164E+00  0.000000E+00  6.192986E+00  2.682882E-01
2.162862E+02  4.691296E+02  1.009616E+02  2.512570E+00  0.000000E+00  5.418412E+00  1.747875E-01
2.213241E+02  4.596039E+02  9.821508E+01  2.071057E+00  0.000000E+00  5.636691E+00  1.921599E-01
2.264794E+02  4.488499E+02  9.399725E+01  2.065644E+00  0.000000E+00  4.819837E+00  2.086509E-01
2.317548E+02  4.343305E+02  8.987976E+01  2.426427E+00  0.000000E+00  4.567393E+00  1.019507E-01
2.371531E+02  4.284690E+02  8.637925E+01  1.873045E+00  0.000000E+00  4.523204E+00  2.391121E-01
2.426771E+02  4.161844E+02  8.552295E+01  2.297748E+00  0.000000E+00  3.855543E+00  1.168346E-01
2.483298E+02  4.066919E+02  8.302436E+01  2.207386E+00  0.000000E+00  3.539430E+00  5.708757E-02
2.541141E+02  3.968766E+02  7.880999E+01  1.692239E+00  0.000000E+00  3.812187E+00  9.298017E-02
2.600332E+02  3.877335E+02  7.776114E+01  1.526510E+00  0.000000E+00  3.016674E+00  1.090364E-01
2.660901E+02  3.792806E+02  7.309635E+01  1.474003E+00  0.000000E+00  2.859211E+00  8.879537E-02
2.722882E+02  3.702826E+02  7.108538E+01  1.596644E+00  0.000000E+00  2.915611E+00  3.470966E-02
2.786306E+02  3.622780E+02  6.906024E+01  1.322863E+00  0.000000E+00  2.340450E+00  1.526381E-01
2.851207E+02  3.494572E+02  6.614577E+01  1.226456E+00  0.000000E+00  2.386618E+00  1.657373E-02
2.917620E+02  3.428792E+02  6.472109E+01  1.360503E+00  0.000000E+00  2.559042E+00  6.478588E-02
2.985580E+02  3.335232E+02  6.183918E+01  1.250396E+00  0.000000E+00  1.788541E+00  4.748338E-02
3.055124E+02  3.258540E+02  5.832797E+01  1.206466E+00  0.000000E+00  1.840633E+00  1.546751E-02
3.126287E+02  3.154438E+02  5.742350E+01  9.522717E-01  0.000000E+00  1.632466E+00  4.534627E-02
3.199107E+02  3.127244E+02  5.400407E+01  1.122623E+00  0.000000E+00  1.299879E+00  0.000000E+00
3.273624E+02  3.006979E+02  5.221182E+01  7.650613E-01  0.000000E+00  1.255855E+00  7.217559E-02
3.349876E+02  2.951933E+02  5.201079E+01  7.758594E-01  0.000000E+00  1.072097E+00  4.231960E-02
3.427905E+02  2.887634E+02  4.937941E+01  4.962755E-01  0.000000E+00  1.116620E+00  2.757086E-02
3.507751E+02  2.817323E+02  4.581703E+01  5.792803E-01  0.000000E+00  1.010373E+00  4.041491E-02
3.589457E+02  2.733051E+02  4.357610E+01  6.977442E-01  0.000000E+00  7.372391E-01  0.000000E+00
3.673066E+02  2.668009E+02  4.250699E+01  7.075922E-01  0.000000E+00  5.403431E-01  2.573062E-02
3.758623E+02  2.598476E+02  4.155199E+01  5.531883E-01  0.000000E+00  6.663405E-01  1.257246E-02
3.846173E+02  2.552351E+02  3.954953E+01  5.037374E-01  0.000000E+00  5.774551E-01  0.000000E+00
3.935762E+02  2.489330E+02  3.648808E+01  4.082247E-01  0.000000E+00  5.643106E-01  3.601982E-02
4.027437E+02  2.407791E+02  3.661964E+01  3.989324E-01  0.000000E+00  4.341323E-01  0.000000E+00
4.121248E+02  2.337275E+02  3.435280E+01  2.981218E-01  0.000000E+00  3.210542E-01  2.293244E-02
4.217245E+02  2.280710E+02  3.312263E+01  2.465148E-01  0.000000E+00  3.921827E-01  0.000000E+00
4.315477E+02  2.240074E+02  3.067139E+01  1.971028E-01  0.000000E+00  2.409035E-01  0.000000E+00
4.415997E+02  2.177740E+02  2.969500E+01  2.354198E-01  0.000000E+00  1.712144E-01  0.000000E+00
4.518859E+02  2.092300E+02  2.869488E+01  2.405183E-01  0.000000E+00  2.405183E-01  1.045732E-02
4.624117E+02  2.082485E+02  2.569127E+01  1.226314E-01  0.000000E+00  1.839471E-01  0.000000E+00
4.731826E+02  1.987945E+02  2.474695E+01  1.797599E-01  0.000000E+00  1.997332E-01  0.000000E+00
4.842045E+02  1.944450E+02  2.432027E+01  1.561494E-01  0.000000E+00  1.171121E-01  0.000000E+00
4.954830E+02  1.889031E+02  2.213581E+01  1.525950E-01  0.000000E+00  1.049091E-01  0.000000E+00
5.070243E+02  1.841464E+02  2.051353E+01  1.118411E-01  0.000000E+00  8.388085E-02  0.000000E+00
5.188344E+02  1.798546E+02  1.957297E+01  4.553972E-02  0.000000E+00  4.553972E-02  0.000000E+00
5.309196E+02  1.753333E+02  1.802376E+01  9.790684E-02  0.000000E+00  6.230435E-02  0.000000E+00
5.432863E+02  1.709770E+02  1.689155E+01  6.958415E-02  0.000000E+00  6.088613E-02  8.698019E-03
5.559411E+02  1.639995E+02  1.666855E+01  9.350030E-02  0.000000E+00  1.700006E-02  0.000000E+00
5.688906E+02  1.586633E+02  1.521759E+01  4.153272E-02  0.000000E+00  3.322617E-02  0.000000E+00
5.821418E+02  1.581201E+02  1.375098E+01  5.682224E-02  0.000000E+00  2.435239E-02  0.000000E+00
5.957016E+02  1.513953E+02  1.273196E+01  4.759612E-02  0.000000E+00  7.932687E-03  0.000000E+00
6.095773E+02  1.499182E+02  1.232587E+01  3.100847E-02  0.000000E+00  7.752117E-03  0.000000E+00
6.237762E+02  1.456950E+02  1.074228E+01  3.787829E-02  0.000000E+00  1.515132E-02  0.000000E+00
6.383058E+02  1.410164E+02  9.801856E+00  2.961286E-02  0.000000E+00  2.220964E-02  0.000000E+00
6.531738E+02  1.357084E+02  9.209769E+00  2.170409E-02  0.000000E+00  1.446939E-02  0.000000E+00
6.683882E+02  1.329163E+02  9.035479E+00  1.414003E-02  0.000000E+00  1.414003E-02  0.000000E+00
6.839570E+02  1.296213E+02  8.104353E+00  6.909082E-03  0.000000E+00  6.909082E-03  0.000000E+00
6.998884E+02  1.260158E+02  6.859841E+00  6.751812E-03  0.000000E+00  0.000000E+00  0.000000E+00
7.161909E+02  1.231210E+02  5.905319E+00  6.598122E-03  0.000000E+00  6.598122E-03  0.000000E+00
7.328731E+02  1.175071E+02  5.622595E+00  0.000000E+00  0.000000E+00  6.447930E-03  0.000000E+00
7.499439E+02  1.143282E+02  5.053528E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.674123E+02  1.113132E+02  4.488982E+00  1.231545E-02  0.000000E+00  0.000000E+00  0.000000E+00
7.852877E+02  1.066251E+02  4.242379E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.035794E+02  1.054094E+02  3.704767E+00  5.880582E-03  0.000000E+00  0.000000E+00  0.000000E+00
8.222971E+02  1.019986E+02  3.350340E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.414509E+02  9.849749E+01  3.055056E+00  5.615913E-03  0.000000E+00  0.000000E+00  0.000000E+00
8.610508E+02  9.579442E+01  2.760504E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.811073E+02  9.313118E+01  2.391967E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.016309E+02  9.022510E+01  2.017814E+00  5.241075E-03  0.000000E+00  0.000000E+00  0.000000E+00
9.226326E+02  8.669113E+01  1.807986E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.441234E+02  8.407213E+01  1.721784E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.661149E+02  8.230026E+01  1.462485E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.886186E+02  7.836674E+01  1.161520E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
